Price,Open,High,Low,Vol.,Change %,Tanggal,EUR_CPI (YoY)  (Dec),USD_Nonfarm Payrolls  (Dec),USD_Unemployment Rate  (Dec),USD_CPI (YoY)  (Dec),GBP_CPI (YoY)  (Dec),CNY_GDP (YoY)  (Q4),JPY_BoJ Interest Rate Decision,EUR_ECB Interest Rate Decision  (Jan),GBP_GDP (QoQ)  (Q4),GBP_GDP (YoY)  (Q4),USD_GDP (QoQ)  (Q4),EUR_CPI (YoY)  (Jan),USD_Fed Interest Rate Decision,USD_Nonfarm Payrolls  (Jan),USD_Unemployment Rate  (Jan),GBP_BoE Interest Rate Decision  (Feb),GBP_CPI (YoY)  (Jan),JPY_GDP (QoQ)  (Q4),USD_CPI (YoY)  (Jan),EUR_CPI (YoY)  (Feb),EUR_ECB Interest Rate Decision  (Mar),USD_Nonfarm Payrolls  (Feb),USD_Unemployment Rate  (Feb),USD_CPI (YoY)  (Feb),GBP_CPI (YoY)  (Feb),GBP_BoE Interest Rate Decision  (Mar),EUR_CPI (YoY)  (Mar),USD_Nonfarm Payrolls  (Mar),USD_Unemployment Rate  (Mar),USD_CPI (YoY)  (Mar),CNY_GDP (YoY)  (Q1),GBP_CPI (YoY)  (Mar),EUR_ECB Interest Rate Decision  (Apr),GBP_GDP (QoQ)  (Q1),GBP_GDP (YoY)  (Q1),USD_GDP (QoQ)  (Q1),EUR_CPI (YoY)  (Apr),USD_Nonfarm Payrolls  (Apr),USD_Unemployment Rate  (Apr),GBP_BoE Interest Rate Decision  (May),USD_CPI (YoY)  (Apr),JPY_GDP (QoQ)  (Q1),GBP_CPI (YoY)  (Apr),EUR_CPI (YoY)  (May),USD_Nonfarm Payrolls  (May),USD_Unemployment Rate  (May),USD_CPI (YoY)  (May),GBP_CPI (YoY)  (May),EUR_ECB Interest Rate Decision  (Jun),GBP_BoE Interest Rate Decision  (Jun),EUR_CPI (YoY)  (Jun),USD_Nonfarm Payrolls  (Jun),USD_Unemployment Rate  (Jun),GBP_GDP (MoM),USD_CPI (YoY)  (Jun),CNY_GDP (YoY)  (Q2),GBP_CPI (YoY)  (Jun),EUR_ECB Interest Rate Decision  (Jul),USD_GDP (QoQ)  (Q2),EUR_CPI (YoY)  (Jul),GBP_BoE Interest Rate Decision  (Aug),USD_Nonfarm Payrolls  (Jul),USD_Unemployment Rate  (Jul),GBP_GDP (QoQ)  (Q2),GBP_GDP (YoY)  (Q2),JPY_GDP (QoQ)  (Q2),USD_CPI (YoY)  (Jul),GBP_CPI (YoY)  (Jul),EUR_CPI (YoY)  (Aug),USD_Nonfarm Payrolls  (Aug),USD_Unemployment Rate  (Aug),EUR_ECB Interest Rate Decision  (Sep),GBP_BoE Interest Rate Decision  (Sep),USD_CPI (YoY)  (Aug),GBP_CPI (YoY)  (Aug),EUR_CPI (YoY)  (Sep),USD_Nonfarm Payrolls  (Sep),USD_Unemployment Rate  (Sep),USD_CPI (YoY)  (Sep),GBP_CPI (YoY)  (Sep),CNY_GDP (YoY)  (Q3),EUR_ECB Interest Rate Decision  (Oct),USD_GDP (QoQ)  (Q3),EUR_CPI (YoY)  (Oct),GBP_BoE Interest Rate Decision  (Nov),USD_Nonfarm Payrolls  (Oct),USD_Unemployment Rate  (Oct),GBP_GDP (QoQ)  (Q3),GBP_GDP (YoY)  (Q3),GBP_CPI (YoY)  (Oct),JPY_GDP (QoQ)  (Q3),USD_CPI (YoY)  (Oct),EUR_CPI (YoY)  (Nov),USD_Nonfarm Payrolls  (Nov),USD_Unemployment Rate  (Nov),USD_CPI (YoY)  (Nov),EUR_ECB Interest Rate Decision  (Dec),GBP_CPI (YoY)  (Nov),GBP_BoE Interest Rate Decision  (Dec),GBP_GDP (YoY),GBP_GDP (QoQ),GBP_BoE Interest Rate Decision  (Jan),JPY_GDP (QoQ),GBP_BoE Interest Rate Decision  (Jul),EUR_ECB Interest Rate Decision  (Aug),EUR_ECB Interest Rate Decision  (Feb),GBP_GDP (MoM)  (Dec),GBP_GDP (MoM)  (Jan),GBP_GDP (MoM)  (Feb),EUR_ECB Interest Rate Decision  (May),GBP_GDP (MoM)  (Mar),GBP_GDP (MoM)  (Apr),GBP_GDP (MoM)  (May),GBP_GDP (MoM)  (Jun),GBP_GDP (MoM)  (Jul),GBP_GDP (MoM)  (Aug),GBP_GDP (MoM)  (Sep),GBP_GDP (MoM)  (Oct),GBP_GDP (MoM)  (Nov),GBP_BoE Interest Rate Decision  (Apr)
0.8874873433342857,0.8777267201815918,0.874765868985715,0.8785273299560747,9.637584453192832e-06,0.6869772998805257,2025-01-01,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8777409819434808,0.8701464647985999,0.8848970966801508,0.8696884518114268,1.6686801865451564e-05,0.6830517153097798,2024-12-31,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.870186823074875,0.8792950488815211,0.8732072185711863,0.8646587768268907,2.5093961191147632e-05,0.6516470387438129,2024-12-30,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8792869900165388,0.8944915126598331,0.8768180285168241,0.8793827368322149,1.0615213145403897e-05,0.6405529953917051,2024-12-29,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8945255183645549,0.8846996611671513,0.8803326137119317,0.8901291527361275,7.317673803712571e-06,0.6869772998805257,2024-12-28,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8847247405990855,0.8992897822510666,0.8951855232244629,0.8837488353155806,1.898434114897734e-05,0.6419184161119644,2024-12-27,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8993180462189365,0.9343974129378372,0.9207108055631245,0.9005878230775857,1.663087345056535e-05,0.6065881549752518,2024-12-26,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9344321554131662,0.9273282733517243,0.9168198958486167,0.9246507904194429,8.845638098404005e-06,0.6811742618194231,2024-12-25,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9274046693136347,0.8903151330115701,0.9161768096445783,0.8846629657758951,1.5570470704322682e-05,0.7373271889400921,2024-12-24,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8903237968636735,0.8935411870907308,0.888273537431428,0.8746505946741624,2.9749442446276298e-05,0.6627410820959208,2024-12-23,0.33684210526315783,0.7876106194690264,0.0625,0.3571428571428571,0.3434343434343434,0.5897435897435899,1.0,1.0,0.0,0.5277777777777778,0.2653061224489795,0.24675324675324675,0.8095238095238095,0.6495726495726497,0.10344827586206895,0.6153846153846153,0.35106382978723405,0.3958333333333333,0.2786885245901639,0.22368421052631582,1.0,0.38753799392097266,0.14814814814814814,0.265625,0.30000000000000004,1.0,0.25,0.6209029066171923,0.11999999999999988,0.2857142857142857,0.4820717131474103,0.2659574468085107,1.0,0.9666666666666667,0.43243243243243246,0.5614035087719298,0.29166666666666663,0.4089068674758473,0.04424778761061948,1.0,0.3875,0.4,0.18292682926829268,0.3125,0.4865808798415519,0.04123711340206182,0.37647058823529406,0.1744186046511628,1.0,1.0,0.26506024096385544,0.24234866267480099,0.06666666666666665,0.7044673539518901,0.2823529411764706,0.5733333333333334,0.1590909090909091,1.0,0.9065656565656566,0.25882352941176473,0.9514563106796117,0.12088913057002884,0.11940298507462688,0.8069498069498069,0.49448123620309054,0.9148936170212767,0.2533333333333333,0.1318681318681319,0.2580645161290323,0.4507912604279938,0.1063829787234043,0.811111111111111,0.9514563106796117,0.17142857142857137,0.20618556701030927,0.19417475728155337,0.22770398481973436,0.13636363636363624,0.1470588235294118,0.125,0.26923076923076916,0.7555555555555555,0.0380952380952381,0.2090909090909091,0.9029126213592233,0.0,0.15151515151515138,0.01840490797546012,0.6402439024390245,0.15384615384615383,0.1935483870967742,0.2153846153846154,0.24038461538461536,0.6486486486486485,0.21875,0.25423728813559326,0.7,0.2211538461538462,0.9029126213592233,0.4895833333333333,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
