nomor_pendaftaran,JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus pada Prodi,Lulus Pilihan,X1,X2,X3,X4,X5,X6,X7,X8
4180000187,L,Reguler,SMKS GLOBAL MULIA,Kab Bekasi,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,65,83.94,Tidak Lulus,Tidak Lulus,10.2,10.5,1,0,10.5,10.5,10.5,10.5
4180000621,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,187,82.51,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3
4180020885,P,Reguler,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,Tidak Memilih,209,84.15,AGRIBISNIS,pil_1,10.7,10.5,1,0,10.5,10.5,10.5,10.5
4180001869,P,Reguler,SMKS KESEHATAN KH ILYAS RUHIYAT,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,Tidak Memilih,67,84.91,PENDIDIKAN MATEMATIKA,pil_1,10.7,10.6,1,0,10.6,10.6,10.6,10.6
4180002560,P,Reguler,SMKN 1 KARAWANG,Kab Karawang,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,139,80.86,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1
4180002960,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,40,83.29,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4
4180003440,L,Reguler,MAN 2 KOTA BEKASI,Kota Bekasi,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,134,81.78,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180004446,P,Reguler,SMKS KESEHATAN KH ILYAS RUHIYAT,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,67,84.5,Tidak Lulus,Tidak Lulus,10.5,10.6,1,0,10.6,10.6,10.6,10.6
4180005007,P,Reguler,SMKS FARMASI BINTANG HARAPAN,Kab Bekasi,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,35,84.73,Tidak Lulus,Tidak Lulus,10.4,10.6,1,0,10.6,10.6,10.6,10.6
4180005364,P,Reguler,SMK DUTA PRATAMA INDONESIA,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,35,84.85,Tidak Lulus,Tidak Lulus,10.4,10.6,1,0,10.6,10.6,10.6,10.6
4180005655,P,Reguler,MAN CIBINONG,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,157,80.7,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1
4180092113,L,Reguler,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGRIBISNIS,Tidak Memilih,259,83.26,AGRIBISNIS,pil_1,10.6,10.4,1,0,10.4,10.4,10.4,10.4
4180009368,P,Reguler,SMKN 15 JAKARTA,Kota Jakarta Selatan,DKI Jakarta,TEKNIK SIPIL ,Tidak Memilih,93,81.68,Tidak Lulus,Tidak Lulus,11.2,10.2,1,0,10.2,10.2,10.2,10.2
4180010240,P,Reguler,SMK PENERBANGAN HASANUDDIN MAKASSAR,Kota Makassar,Sulawesi Selatan,PENDIDIKAN BAHASA INGGRIS ,Tidak Memilih,7,88.07,Tidak Lulus,Tidak Lulus,9.7,11,1,0,11,11,11,11
4180011604,L,Reguler,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,149,81.56,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180012638,L,Bidik Misi,MAN CIPASUNG,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,160,83.08,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4
4180310275,L,Bidik Misi,SMAN 5 GARUT,Kab Garut,Jawa Barat,AGRIBISNIS,Tidak Memilih,240,88.31,AGRIBISNIS,pil_1,11.1,11,1,0,11,11,11,11
4180015168,P,Reguler,SMAS AR RISSALAH,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,21,84.6,Tidak Lulus,Tidak Lulus,10.7,10.6,1.1,0,10.6,10.6,10.6,10.6
4180015207,P,Reguler,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,Tidak Memilih,259,81.92,EKONOMI PEMBANGUNAN,pil_1,10.4,10.2,1,0,10.2,10.2,10.2,10.2
4180015461,P,Reguler,SMAN 1 BANJARSARI,Kab Ciamis,Jawa Barat,PENDIDIKAN MATEMATIKA,Tidak Memilih,237,83.55,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4
4180015773,P,Reguler,MAN CIBEUREUM,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,20,83.34,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4
4180016347,P,Reguler,SMAN 1 CAMPAKA,Kab Purwakarta,Jawa Barat,AKUNTANSI,Tidak Memilih,110,81.5,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180016891,P,Bidik Misi,SMKS FARMASI YPIB MAJENANG,Kab Cilacap,Jawa Tengah,KESEHATAN MASYARAKAT,Tidak Memilih,45,86.35,Tidak Lulus,Tidak Lulus,10.5,10.8,1,0,10.8,10.8,10.8,10.8
4180017619,L,Reguler,MAN CIBEUREUM,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,34,79.42,Tidak Lulus,Tidak Lulus,10,9.9,1,0,9.9,9.9,9.9,9.9
4180018789,L,Reguler,MAN CIBEUREUM,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,34,79.95,Tidak Lulus,Tidak Lulus,10,10,1,0,10,10,10,10
4180019021,P,Reguler,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,132,81.67,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2
4180019769,L,Reguler,SMKN MANONJAYA,Kab Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,116,79.65,Tidak Lulus,Tidak Lulus,10.8,10,1,0,10,10,10,10
4180020136,P,Reguler,SMKS PUTRA BANGSA DEPOK,Kota Depok,Jawa Barat,AKUNTANSI,Tidak Memilih,46,87.07,Tidak Lulus,Tidak Lulus,10.4,10.9,1,0,10.9,10.9,10.9,10.9
4180494515,P,Reguler,SMAN 1 LAKBOK,Kab Ciamis,Jawa Barat,AGRIBISNIS,Tidak Memilih,188,84.28,AGRIBISNIS,pil_1,10.6,10.5,1,0,10.5,10.5,10.5,10.5
4180021318,P,Reguler,SMAS PLUS AL WAHID SALAWU,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,17,81.74,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180022082,P,Reguler,SMKS KESEHATAN BHAKTI KENCANA SUBANG,Kab Subang,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,159,84.7,Tidak Lulus,Tidak Lulus,10.8,10.6,1,0,10.6,10.6,10.6,10.6
4180023183,P,Reguler,SMKN MANONJAYA,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,Tidak Memilih,76,79.33,Tidak Lulus,Tidak Lulus,10.4,9.9,1,0,9.9,9.9,9.9,9.9
4180023788,L,Bidik Misi,SMAN 5 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI,Tidak Memilih,240,88.63,AGROTEKNOLOGI,pil_1,11.1,11.1,1,0,11.1,11.1,11.1,11.1
4180025082,P,Reguler,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,268,81.91,Tidak Lulus,Tidak Lulus,10.6,10.2,1,0,10.2,10.2,10.2,10.2
4180025450,P,Reguler,SMAN 1 BANJARSARI,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,237,82.7,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3
4180025861,L,Reguler,SMAN 1 PARIGI,Kab Ciamis,Jawa Barat,ILMU POLITIK,Tidak Memilih,145,86.04,ILMU POLITIK,pil_1,10.8,10.8,1,0,10.8,10.8,10.8,10.8
4180026661,P,Reguler,SMAN 1 CILIMUS,Kab Kuningan,Jawa Barat,EKONOMI PEMBANGUNAN,Tidak Memilih,200,82.17,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3
4180027413,L,Reguler,SMAN 1 RUMPIN,Kab Bogor,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,75,81.54,Tidak Lulus,Tidak Lulus,10.2,10.2,1.1,0,10.2,10.2,10.2,10.2
4180027535,P,Reguler,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,Tidak Memilih,109,83.91,EKONOMI PEMBANGUNAN,pil_1,10.6,10.5,1,0,10.5,10.5,10.5,10.5
4180030870,P,Reguler,SMKN 1 BANJAR,Kota Banjar,Jawa Barat,AKUNTANSI,Tidak Memilih,157,82.2,Tidak Lulus,Tidak Lulus,10.6,10.3,1,0,10.3,10.3,10.3,10.3
4180032885,P,Bidik Misi,MAN CIPASUNG,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Tidak Memilih,160,82.9,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4
4180033603,P,Reguler,SMA NEGERI 1 SINDANG BARANG,Kab Cianjur,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,108,84,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5
4180035690,P,Bidik Misi,SMAN 2 SUMEDANG,Kab Sumedang,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,Tidak Memilih,106,82.64,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3
4180035812,P,Reguler,MAN CIBINONG,Kab Bogor,Jawa Barat,AKUNTANSI,Tidak Memilih,157,81.2,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180036144,L,Reguler,SMAN 7 GARUT,Kab Garut,Jawa Barat,GIZI,Tidak Memilih,188,81.07,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1
4180036854,L,Reguler,SMKN 1 CIAMIS,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,36,83.35,Tidak Lulus,Tidak Lulus,10.8,10.4,1,0,10.4,10.4,10.4,10.4
4180037266,L,Reguler,SMA NEGERI 1 CIPARI,Kab Cilacap,Jawa Tengah,TEKNIK SIPIL ,Tidak Memilih,92,81.69,Tidak Lulus,Tidak Lulus,10.1,10.2,1,0,10.2,10.2,10.2,10.2
4180037371,P,Reguler,SMKS KESEHATAN LOGOS,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,106,79.16,Tidak Lulus,Tidak Lulus,10.5,9.9,1,0,9.9,9.9,9.9,9.9
4180039501,L,Reguler,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,AKUNTANSI,Tidak Memilih,138,86.14,Tidak Lulus,Tidak Lulus,10.9,10.8,1,0,10.8,10.8,10.8,10.8
4180039696,P,Reguler,MAN CIKALONG,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,Tidak Memilih,87,80.04,Tidak Lulus,Tidak Lulus,10.2,10,1.2,0,10,10,10,10
4180040041,L,Reguler,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,64,82.13,Tidak Lulus,Tidak Lulus,10.2,10.3,1,0,10.3,10.3,10.3,10.3
4180040255,P,Reguler,SMAN 2 TAMBUN UTARA,Kab Bekasi,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Tidak Memilih,119,82.72,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3
4180040515,L,Reguler,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN SEJARAH,Tidak Memilih,109,81.87,PENDIDIKAN SEJARAH,pil_1,10.4,10.2,1,0,10.2,10.2,10.2,10.2
4180040787,P,Reguler,MAN CIBEUREUM,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,34,80.66,Tidak Lulus,Tidak Lulus,10,10.1,1,0,10.1,10.1,10.1,10.1
4180040880,P,Reguler,SMAN 2 KABUPATEN TANGERANG,Kab Tangerang,Banten,PENDIDIKAN BIOLOGI,Tidak Memilih,201,86.44,PENDIDIKAN BIOLOGI,pil_1,11,10.8,1,0,10.8,10.8,10.8,10.8
4180041098,L,Reguler,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,149,80.71,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1
4180041930,P,Reguler,SMAN 1 BANJARSARI,Kab Ciamis,Jawa Barat,AGRIBISNIS ,Tidak Memilih,237,83.29,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4
4180042977,P,Reguler,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,Tidak Memilih,268,82.13,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3
4180043020,P,Bidik Misi,SMAN 28 GARUT,Kab Garut,Jawa Barat,PENDIDIKAN MATEMATIKA,Tidak Memilih,58,87.89,Tidak Lulus,Tidak Lulus,11.1,11,1,0,11,11,11,11
4180043078,P,Reguler,SMAN 5 GARUT,Kab Garut,Jawa Barat,PENDIDIKAN MATEMATIKA,Tidak Memilih,240,91.43,PENDIDIKAN MATEMATIKA,pil_1,11.5,11.4,1,0,11.4,11.4,11.4,11.4
4180043280,P,Reguler,MAN 2  BEKASI,Kab Bekasi,Jawa Barat,GIZI,Tidak Memilih,158,85.86,Tidak Lulus,Tidak Lulus,10.6,10.7,1,0,10.7,10.7,10.7,10.7
4180205527,L,Reguler,SMAN 1 LEMAHABANG,Kab Cirebon,Jawa Barat,AGROTEKNOLOGI,Tidak Memilih,206,84.05,AGROTEKNOLOGI,pil_1,10.7,10.5,1,0,10.5,10.5,10.5,10.5
4180044567,L,Bidik Misi,SMK NEGERI 1 WANAREJA,Kab Cilacap,Jawa Tengah,TEKNIK SIPIL ,Tidak Memilih,129,79.07,Tidak Lulus,Tidak Lulus,10.1,9.9,1.1,0,9.9,9.9,9.9,9.9
4180045411,L,Bidik Misi,SMAS CILEDUG TAROGONG,Kab Garut,Jawa Barat,MANAJEMEN,Tidak Memilih,66,78.76,Tidak Lulus,Tidak Lulus,9.9,9.8,1,0,9.8,9.8,9.8,9.8
4180046414,L,Bidik Misi,SMK NEGERI 1 WANAREJA,Kab Cilacap,Jawa Tengah,TEKNIK SIPIL ,Tidak Memilih,129,77.98,Tidak Lulus,Tidak Lulus,10.8,9.7,1,0,9.7,9.7,9.7,9.7
4180046841,P,Reguler,MAN SUKAMANAH,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Tidak Memilih,254,79.23,Tidak Lulus,Tidak Lulus,10.1,9.9,1.2,0,9.9,9.9,9.9,9.9
4180047811,P,Reguler,SMAN 1 CILIMUS,Kab Kuningan,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,157,82.31,Tidak Lulus,Tidak Lulus,10.3,10.3,1,0,10.3,10.3,10.3,10.3
4180048125,P,Reguler,SMAN 1 CILIMUS,Kab Kuningan,Jawa Barat,PENDIDIKAN BIOLOGI,Tidak Memilih,157,83.77,PENDIDIKAN BIOLOGI,pil_1,10.5,10.5,1,0,10.5,10.5,10.5,10.5
4180048424,P,Reguler,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,209,84.3,Tidak Lulus,Tidak Lulus,10.7,10.5,1,0,10.5,10.5,10.5,10.5
4180048976,P,Reguler,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,149,84,KESEHATAN MASYARAKAT,pil_1,10.6,10.5,1,0,10.5,10.5,10.5,10.5
4180049819,P,Bidik Misi,SMAN 1 DUKUPUNTANG,Kab Cirebon,Jawa Barat,AGRIBISNIS ,Tidak Memilih,202,83.44,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4
4180050244,P,Bidik Misi,SMAN 10 GARUT,Kab Garut,Jawa Barat,PENDIDIKAN SEJARAH,Tidak Memilih,148,78.88,Tidak Lulus,Tidak Lulus,10,9.9,1,0,9.9,9.9,9.9,9.9
4180050429,P,Reguler,SMAN 3 BANJAR,Kota Banjar,Jawa Barat,MANAJEMEN,Tidak Memilih,131,82.44,Tidak Lulus,Tidak Lulus,10.3,10.3,1,0,10.3,10.3,10.3,10.3
4180053971,L,Reguler,SMAN 1 BANJARSARI,Kab Ciamis,Jawa Barat,EKONOMI SYARIAH,Tidak Memilih,151,82.75,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3
4180054189,P,Bidik Misi,SMAN 4 GARUT,Kab Garut,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,130,83.08,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4
4180054642,P,Bidik Misi,MAN 2 INDRAMAYU,Kab Indramayu,Jawa Barat,PENDIDIKAN SEJARAH,Tidak Memilih,48,81.36,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180054953,P,Bidik Misi,SMAN 1 PURWADADI,Kab Subang,Jawa Barat,MANAJEMEN,Tidak Memilih,208,76.55,Tidak Lulus,Tidak Lulus,9.7,9.6,1,0,9.6,9.6,9.6,9.6
4180055250,L,Reguler,SMAN 3 BANJAR,Kota Banjar,Jawa Barat,MANAJEMEN,Tidak Memilih,131,79.14,Tidak Lulus,Tidak Lulus,10,9.9,1,0,9.9,9.9,9.9,9.9
4180060881,P,Reguler,SMAS IBNU HAJAR,Kab Bogor,Jawa Barat,PENDIDIKAN MATEMATIKA,Tidak Memilih,61,90.22,PENDIDIKAN MATEMATIKA,pil_1,11.3,11.3,1,0,11.3,11.3,11.3,11.3
4180061207,P,Reguler,SMKS KESEHATAN KH ILYAS RUHIYAT,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,67,85.48,KESEHATAN MASYARAKAT,pil_1,10.3,10.7,1,0,10.7,10.7,10.7,10.7
4180061617,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,187,80.75,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1
4180062968,P,Reguler,SMAN 1 BANJAR,Kota Banjar,Jawa Barat,MANAJEMEN,Tidak Memilih,57,82.13,Tidak Lulus,Tidak Lulus,10.3,10.3,1,0,10.3,10.3,10.3,10.3
4180064057,P,Reguler,SMAN 1 CIAWI BOGOR,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,195,81.95,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2
4180066500,L,Reguler,SMAN 1 LEMAHABANG,Kab Cirebon,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,206,84.6,Tidak Lulus,Tidak Lulus,10.7,10.6,1.1,0,10.6,10.6,10.6,10.6
4180066972,P,Reguler,MAN CILEDUG KAB CIREBON,Kota Cirebon,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Tidak Memilih,39,80.39,Tidak Lulus,Tidak Lulus,10.1,10,1,0,10,10,10,10
4180071974,P,Reguler,SMAS AR RISSALAH,Kab Ciamis,Jawa Barat,PENDIDIKAN LUAR SEKOLAH,Tidak Memilih,21,85.07,PENDIDIKAN LUAR SEKOLAH,pil_1,10.7,10.6,1,0,10.6,10.6,10.6,10.6
4180072679,P,Reguler,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,MANAJEMEN,Tidak Memilih,138,84.25,Tidak Lulus,Tidak Lulus,10.7,10.5,1,0,10.5,10.5,10.5,10.5
4180446399,P,Reguler,SMAS TAMAN HARAPAN 2,Kota Bekasi,Jawa Barat,AGROTEKNOLOGI,Tidak Memilih,72,85.81,AGROTEKNOLOGI,pil_1,10.9,10.7,1,0,10.7,10.7,10.7,10.7
4180074547,L,Reguler,SMAN 2 CIKARANG PUSAT,Kab Bekasi,Jawa Barat,AGROTEKNOLOGI ,Tidak Memilih,108,79,Tidak Lulus,Tidak Lulus,9.9,9.9,1,0,9.9,9.9,9.9,9.9
4180075027,L,Reguler,SMAN 3 KUNINGAN,Kab Kuningan,Jawa Barat,ILMU POLITIK,Tidak Memilih,219,81.12,Tidak Lulus,Tidak Lulus,10.3,10.1,1,0,10.1,10.1,10.1,10.1
4180075753,L,Bidik Misi,SMAN 1 CISAYONG,Kab Tasikmalaya,Jawa Barat,TEKNIK ELEKTRO ,Tidak Memilih,44,82.97,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4
4180076203,L,Reguler,SMAN 1 CISAYONG,Kab Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,Tidak Memilih,40,81.95,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2
4180076253,P,Reguler,SMAS PGRI SALAWU,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,Tidak Memilih,28,83.49,PENDIDIKAN EKONOMI,pil_1,10.6,10.4,1,0,10.4,10.4,10.4,10.4
4180078058,P,Bidik Misi,MAN BUNTET PESANTREN,Kota Cirebon,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,45,81.71,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180078543,P,Reguler,SMAS PLUS PESANTREN AMANAH MUHAMMDIYAH,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,22,83.32,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4
4180080695,P,Reguler,SMKS KESEHATAN LOGOS,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,106,82.51,Tidak Lulus,Tidak Lulus,10.2,10.3,1,0,10.3,10.3,10.3,10.3
4180082333,L,Reguler,SMAN 1 KLARI,Kab Karawang,Jawa Barat,MANAJEMEN,Tidak Memilih,30,79.61,Tidak Lulus,Tidak Lulus,9.9,10,1,0,10,10,10,10
4180083340,L,Reguler,SMKN 2 BANJAR,Kota Banjar,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,121,83.41,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4
4180083718,L,Bidik Misi,SMAN 1 SURADE,Kab Sukabumi,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,217,84.81,Tidak Lulus,Tidak Lulus,10.7,10.6,1,0,10.6,10.6,10.6,10.6
4180084433,L,Reguler,MAS YASPI,Kab Sukabumi,Jawa Barat,AKUNTANSI,Tidak Memilih,35,83.61,Tidak Lulus,Tidak Lulus,10.4,10.5,1,0,10.5,10.5,10.5,10.5
4180556174,P,Reguler,SMAS YADIKA 11,Kota Bekasi,Jawa Barat,AGROTEKNOLOGI,Tidak Memilih,122,83.3,AGROTEKNOLOGI,pil_1,10.4,10.4,1,0,10.4,10.4,10.4,10.4
4180086068,P,Reguler,SMAS GALATIA,Kota Bekasi,Jawa Barat,AKUNTANSI,Tidak Memilih,8,81.75,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180086782,P,Reguler,SMKS PGRI 2 CIBINONG,Kab Bogor,Jawa Barat,AKUNTANSI,Tidak Memilih,255,84.04,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5
4180087521,P,Reguler,SMAN 3 PURWAKARTA,Kab Purwakarta,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,189,81.06,Tidak Lulus,Tidak Lulus,10.3,10.1,1,0,10.1,10.1,10.1,10.1
4180088374,L,Reguler,MAN CIANJUR,Kab Cianjur,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,307,82.65,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3
4180088816,P,Bidik Misi,MAN CIANJUR,Kab Cianjur,Jawa Barat,PENDIDIKAN MATEMATIKA,Tidak Memilih,307,83.04,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4
4180025927,P,Bidik Misi,SMAN 7 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,Tidak Memilih,155,86.38,AKUNTANSI,pil_1,10.8,10.8,1,0,10.8,10.8,10.8,10.8
4180089509,P,Bidik Misi,MAN 2 CIAMIS,Kab Ciamis,Jawa Barat,PENDIDIKAN MATEMATIKA,Tidak Memilih,147,78.01,Tidak Lulus,Tidak Lulus,9.9,9.8,1,0,9.8,9.8,9.8,9.8
4180090844,P,Reguler,SMAS BINA BANGSA SEJAHTERA,Kota Bogor,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,101,83.04,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4
4180091702,P,Reguler,SMAN 1 CAMPAKA,Kab Purwakarta,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,114,81.26,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180093518,P,Reguler,SMAS MUTIARA 17 AGUSTUS,Kota Bekasi,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,71,84.24,Tidak Lulus,Tidak Lulus,10.7,10.5,1,0,10.5,10.5,10.5,10.5
4180093759,P,Reguler,SMAN 10 BEKASI,Kota Bekasi,Jawa Barat,AKUNTANSI,Tidak Memilih,234,82.87,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4
4180095359,P,Bidik Misi,SMAS PGRI DEPOK,Kota Depok,Jawa Barat,EKONOMI PEMBANGUNAN,Tidak Memilih,36,81.9,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2
4180095459,P,Reguler,SMAN 12 GARUT,Kab Garut,Jawa Barat,ILMU POLITIK,Tidak Memilih,83,85.79,ILMU POLITIK,pil_1,10.9,10.7,1.1,0,10.7,10.7,10.7,10.7
4180095767,P,Reguler,SMKN 1 GARUT,Kab Garut,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,135,83.18,Tidak Lulus,Tidak Lulus,10.9,10.4,1,0,10.4,10.4,10.4,10.4
