nomor_pendaftaran,JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus pada Prodi,Lulus Pilihan,X1,X2,X3,X4,X5,X6,X7,X8
4180575731,P,Bidik Misi,SMAN 1 JASINGA,Kab Bogor,Jawa Barat,EKONOMI SYARIAH,Tidak Memilih,145,87.59,Tidak Lulus,Tidak Lulus,11.1,10.9,1,0,10.9,10.9,10.9,10.9
4180575850,L,Reguler,SMKN 6 GARUT,Kab Garut,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,134,84.48,Tidak Lulus,Tidak Lulus,11.1,10.6,1,0,10.6,10.6,10.6,10.6
4180576795,L,Reguler,SMKN 1 CIREBON,Kota Cirebon,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,121,78.23,Tidak Lulus,Tidak Lulus,10.5,9.8,1,0,9.8,9.8,9.8,9.8
4180576950,P,Reguler,SMAN 6 GARUT,Kab Garut,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,307,84.02,Tidak Lulus,Tidak Lulus,10.7,10.5,1,0,10.5,10.5,10.5,10.5
4180577099,L,Reguler,SMKN 3 KUNINGAN,Kab Kuningan,Jawa Barat,EKONOMI SYARIAH,Tidak Memilih,103,80,Tidak Lulus,Tidak Lulus,10.7,10,1,0,10,10,10,10
4180578542,L,Bidik Misi,SMAN 1 CIASEM,Kab Subang,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,142,79.52,Tidak Lulus,Tidak Lulus,10.1,9.9,1,0,9.9,9.9,9.9,9.9
4180578708,L,Reguler,SMKN 4 GARUT,Kab Garut,Jawa Barat,MANAJEMEN,Tidak Memilih,128,79.76,Tidak Lulus,Tidak Lulus,10.1,10,1,0,10,10,10,10
4180579065,P,Reguler,SMKS TAMAN HARAPAN,Kota Bekasi,Jawa Barat,GIZI,Tidak Memilih,60,83.16,Tidak Lulus,Tidak Lulus,10.1,10.4,1,0,10.4,10.4,10.4,10.4
4180579363,P,Bidik Misi,MAN 2 CIAMIS,Kab Ciamis,Jawa Barat,PENDIDIKAN BIOLOGI,Tidak Memilih,147,78.45,Tidak Lulus,Tidak Lulus,10,9.8,1.1,0,9.8,9.8,9.8,9.8
4180579555,P,Reguler,MAN SUKAJADI,Kab Ciamis,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Tidak Memilih,51,81.77,Tidak Lulus,Tidak Lulus,10.4,10.2,1.1,0,10.2,10.2,10.2,10.2
4180583627,L,Reguler,SMAN 13 Kota Depok,Kota Depok,Jawa Barat,EKONOMI PEMBANGUNAN,Tidak Memilih,195,84.07,Tidak Lulus,Tidak Lulus,10.5,10.5,1,0,10.5,10.5,10.5,10.5
4180583721,P,Reguler,SMAN 1 KRANGKENG,Kab Indramayu,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,182,88.19,Tidak Lulus,Tidak Lulus,11.1,11,1,0,11,11,11,11
4180586294,L,Reguler,SMKN 1 KAWALI,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,67,83.33,Tidak Lulus,Tidak Lulus,10.1,10.4,1,0,10.4,10.4,10.4,10.4
4180570009,L,Reguler,SMAN 1 KARANGNUNGGAL,Kab Tasikmalaya,Jawa Barat,TEKNIK SIPIL,Tidak Memilih,256,84.88,TEKNIK SIPIL,pil_1,10.7,10.6,1,0,10.6,10.6,10.6,10.6
4180590124,L,Reguler,SMKN 2 KOTA SERANG,Kota Serang,Banten,TEKNIK INFORMATIKA,Tidak Memilih,82,81.22,Tidak Lulus,Tidak Lulus,10.6,10.2,1,0,10.2,10.2,10.2,10.2
4180590139,L,Reguler,SMKN 2 KOTA SERANG,Kota Serang,Banten,TEKNIK INFORMATIKA,Tidak Memilih,82,84.21,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5
