nomor_pendaftaran,JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus pada Prodi,Lulus Pilihan,X1,X2,X3,X4,X5,X6,X7,X8,X9,XT,IP Sem 1,IP Sem 2,Predikat Semester 1,Predikat Semester 2
4180000053,P,,SMKN 1 TAMBUN SELATAN,Kab Bekasi,Jawa Barat,TEKNIK INFORMATIKA,MANAJEMEN,37,82.75,,,10.3,10.3,1.0,0.0,10.3,10.3,10.3,10.3,7.5,70.5,,,,
4180000054,L,,MAN RANCAH,Kab Ciamis,Jawa Barat,ILMU POLITIK,PENDIDIKAN LUAR SEKOLAH,50,81.03,PENDIDIKAN LUAR SEKOLAH,pil_2,10.1,10.1,1.0,0.0,10.1,10.1,10.1,10.1,10.0,71.7,3.50,3.74,,
4180000057,L,,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN LUAR SEKOLAH,182,81.28,PENDIDIKAN GEOGRAFI,pil_1,10.4,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,73.4,3.6,3.25,,
4180000086,P,,SMAN 5 CIREBON,Kota Cirebon,Jawa Barat,KESEHATAN MASYARAKAT,AGRIBISNIS ,152,81.25,,,10.2,10.2,1.0,0.0,10.2,10.2,10.2,10.2,7.5,68.5,,,,
4180000137,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,MANAJEMEN,187,80.58,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,72.8,,,,
4180000187,L,,SMKS GLOBAL MULIA,Kab Bekasi,Jawa Barat,TEKNIK SIPIL ,,65,83.94,,,10.2,10.5,1.0,0.0,10.5,10.5,10.5,10.5,7.5,71.1,,,,
4180000228,P,,MAN PANGANDARAN,Kab Ciamis,Jawa Barat,MANAJEMEN,ILMU POLITIK,54,87.11,MANAJEMEN,pil_1,11.0,10.9,1.0,0.0,10.9,10.9,10.9,10.9,10.0,76.5,3.52,3.79,,
4180000249,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,187,81.82,,,10.3,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,73.7,,,,
4180000318,P,Bidik Misi,SMKN 1 GARUT,Kab Garut,Jawa Barat,EKONOMI PEMBANGUNAN,PENDIDIKAN EKONOMI,193,89.23,,,10.3,11.2,1.0,0.0,11.2,11.2,11.2,11.2,9.4,76.5,,,,
4180000411,P,Bidik Misi,SMAN 1 CINEAM,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,AKUNTANSI,76,84.39,,,10.6,10.5,1.0,0.0,10.5,10.5,10.5,10.5,10.6,75.0,,,,
4180000434,P,Bidik Misi,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN GEOGRAFI,132,84.23,,,10.6,10.5,1.0,0.0,10.5,10.5,10.5,10.5,11.3,75.5,,,,
4180000444,P,Bidik Misi,SMAN 1 CINEAM,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,MANAJEMEN,76,84.20,,,10.5,10.5,1.0,0.0,10.5,10.5,10.5,10.5,10.6,74.8,,,,
4180000453,L,,SMKS BINA NUSANTARA INFORMATIKA,Kab Bekasi,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK SIPIL ,59,80.22,,,10.5,10.0,1.0,0.0,10.0,10.0,10.0,10.0,7.5,69.2,,,,
4180000457,P,,MAS PERSIS CEMPAKAWARNA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,12,82.16,,,10.2,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,73.8,,,,
4180000461,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,MANAJEMEN,183,80.34,,,10.1,10.0,1.0,0.0,10.0,10.0,10.0,10.0,11.3,72.6,,,,
4180000497,P,,SMAS TARUNA TERPADU,Kab Bogor,Jawa Barat,AGRIBISNIS ,KESEHATAN MASYARAKAT,184,86.43,,,10.9,10.8,1.0,0.0,10.8,10.8,10.8,10.8,7.5,72.4,,,,
4180000546,P,Bidik Misi,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,AGRIBISNIS ,149,82.96,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,11.3,73.6,,,,
4180000591,P,Bidik Misi,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN GEOGRAFI,132,84.15,,,10.6,10.5,1.0,0.0,10.5,10.5,10.5,10.5,11.3,75.5,,,,
4180000604,P,Bidik Misi,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGROTEKNOLOGI ,AGRIBISNIS ,149,84.12,,,10.7,10.5,1.0,0.0,10.5,10.5,10.5,10.5,11.3,75.5,,,,
4180000615,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,KESEHATAN MASYARAKAT,187,82.50,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.2,,,,
4180000621,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,,187,82.51,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.3,,,,
4180000700,P,Bidik Misi,SMAN 1 CINEAM,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS ,AGROTEKNOLOGI ,69,85.28,,,10.8,10.7,1.1,0.0,10.7,10.7,10.7,10.7,10.6,75.8,,,,
4180014717,P,,SMAN 8 GARUT,Kab Garut,Jawa Barat,AGRIBISNIS,AGROTEKNOLOGI,168,85.45,AGRIBISNIS,pil_1,10.8,10.7,1.0,0.0,10.7,10.7,10.7,10.7,9.4,74.6,3.5,3.25,,
4180000739,P,,SMAN 1 CINEAM,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,69,82.56,,,10.5,10.3,1.0,0.0,10.3,10.3,10.3,10.3,10.6,73.7,,,,
4180000744,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,MANAJEMEN,187,81.95,,,10.4,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,73.8,,,,
4180000838,P,,SMAN 1 PARUNG KUDA,Kab Sukabumi,Jawa Barat,PENDIDIKAN SEJARAH,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,135,83.27,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,7.5,71.0,,,,
4180000855,L,,SMAN 12 GARUT,Kab Garut,Jawa Barat,TEKNIK SIPIL ,PENDIDIKAN MATEMATIKA,83,84.07,,,10.6,10.5,1.0,0.0,10.5,10.5,10.5,10.5,9.4,73.6,,,,
4180000888,L,,MAN PANGANDARAN,Kab Ciamis,Jawa Barat,MANAJEMEN,ILMU POLITIK,54,86.51,MANAJEMEN,pil_1,11.0,10.8,1.0,0.0,10.8,10.8,10.8,10.8,10.0,76.0,2.43,3.04,,
4180000949,P,,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI PEMBANGUNAN,132,81.87,,,10.4,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,73.8,,,,
4180001155,P,,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN SEJARAH,132,81.93,PENDIDIKAN GEOGRAFI,pil_1,10.4,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,73.8,3.3,3.42,,
4180001161,P,Bidik Misi,SMAN 2 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN FISIKA,277,88.78,PENDIDIKAN MATEMATIKA,pil_1,11.3,11.1,1.0,0.0,11.1,11.1,11.1,11.1,11.3,79.0,3.86,3.76,,
4180001283,P,,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,132,81.08,PENDIDIKAN GEOGRAFI,pil_1,10.3,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,73.2,3.3,2.92,,
4180001356,L,,SMKN 1 CIANJUR,Kab Cianjur,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK ELEKTRO ,102,81.58,,,10.3,10.2,1.0,0.0,10.2,10.2,10.2,10.2,7.5,69.7,,,,
4180001367,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN BIOLOGI,187,81.10,,,10.3,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,73.2,,,,
4180001550,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,187,80.28,,,10.3,10.0,1.0,0.0,10.0,10.0,10.0,10.0,11.3,72.7,,,,
4180001658,P,,SMAN 1 PARUNG KUDA,Kab Sukabumi,Jawa Barat,AKUNTANSI,MANAJEMEN,135,83.81,,,10.6,10.5,1.1,0.0,10.5,10.5,10.5,10.5,7.5,71.5,,,,
4180020885,P,,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,,209,84.15,AGRIBISNIS,pil_1,10.7,10.5,1.0,0.0,10.5,10.5,10.5,10.5,10.6,75.8,2.5,2.15,,
4180001729,P,Bidik Misi,SMAN 17 GARUT,Kab Garut,Jawa Barat,TEKNIK ELEKTRO ,TEKNIK INFORMATIKA,166,84.75,,,10.7,10.6,1.1,0.0,10.6,10.6,10.6,10.6,9.4,74.1,,,,
4180001869,P,,SMKS KESEHATAN KH ILYAS RUHIYAT,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,,67,84.91,PENDIDIKAN MATEMATIKA,pil_1,10.7,10.6,1.0,0.0,10.6,10.6,10.6,10.6,10.6,75.4,3.24,2.86,,
4180024970,P,,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,GIZI,209,84.32,AGRIBISNIS,pil_1,10.7,10.5,1.0,0.0,10.5,10.5,10.5,10.5,10.6,74.0,2.6,2.3,,
4180027553,P,,SMAN 4 GARUT,Kab Garut,Jawa Barat,AGRIBISNIS,EKONOMI SYARIAH,122,85.15,AGRIBISNIS,pil_1,10.7,10.6,1.0,0.0,10.6,10.6,10.6,10.6,9.4,73.3,,,,
4180002172,P,,MAS SERBA BAKTI,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,KESEHATAN MASYARAKAT,33,82.80,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,10.6,73.9,,,,
4180029168,L,,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,AGRIBISNIS,143,83.86,AGRIBISNIS,pil_2,11.0,10.5,1.0,0.0,10.5,10.5,10.5,10.5,11.3,74.6,3.20,2.90,,
4180002560,P,,SMKN 1 KARAWANG,Kab Karawang,Jawa Barat,TEKNIK SIPIL ,,139,80.86,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,69.3,,,,
4180002922,P,,SMKN 4 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,94,82.02,,,10.2,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,73.8,,,,
4180002960,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,,40,83.29,,,10.6,10.4,1.0,0.0,10.4,10.4,10.4,10.4,10.0,73.6,,,,
4180002998,P,Bidik Misi,SMKN 1 BANJAR,Kota Banjar,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,157,81.63,,,10.6,10.2,1.0,0.0,10.2,10.2,10.2,10.2,10.0,72.6,,,,
4180003113,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,PENDIDIKAN FISIKA,187,80.13,PENDIDIKAN FISIKA,pil_2,10.1,10.0,1.0,0.0,10.0,10.0,10.0,10.0,11.3,72.4,2.53,2.67,,
4180003440,L,,MAN 2 KOTA BEKASI,Kota Bekasi,Jawa Barat,TEKNIK INFORMATIKA,,134,81.78,,,10.3,10.2,1.0,0.0,10.2,10.2,10.2,10.2,7.5,69.9,,,,
4180003549,L,,SMK MANANGGA PRATAMA TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,TEKNIK ELEKTRO ,123,82.31,,,10.3,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.0,,,,
4180003693,P,,SMAS HUTAMA,Kota Bekasi,Jawa Barat,KESEHATAN MASYARAKAT,TEKNIK INFORMATIKA,131,80.93,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,69.3,,,,
4180003726,L,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,GIZI,PENDIDIKAN FISIKA,187,81.80,PENDIDIKAN FISIKA,pil_2,10.4,10.2,1.1,0.0,10.2,10.2,10.2,10.2,11.3,73.8,2.68,2.71,,
4180047329,P,,SMAN 1 SINGAPARNA,Kab Tasikmalaya,Jawa Barat,AKUNTANSI,AGRIBISNIS,143,85.25,AGRIBISNIS,pil_2,10.8,10.7,1.0,0.0,10.7,10.7,10.7,10.7,10.6,74.7,3.00,2.05,,
4180003995,L,Bidik Misi,SMK MANANGGA PRATAMA TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK ELEKTRO ,TEKNIK SIPIL ,123,79.92,,,10.4,10.0,1.0,0.0,10.0,10.0,10.0,10.0,11.3,72.6,,,,
4180004025,P,,SMAS BINA BANGSA MANDIRI,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN MATEMATIKA,12,85.20,,,10.6,10.7,1.0,0.0,10.7,10.7,10.7,10.7,7.5,72.4,,,,
4180004151,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN SEJARAH,PENDIDIKAN MATEMATIKA,183,80.11,,,10.2,10.0,1.0,0.0,10.0,10.0,10.0,10.0,11.3,72.5,,,,
4180004366,P,,SMKS TRI KARYA HUSADA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,EKONOMI SYARIAH,24,81.13,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,73.1,,,,
4180054389,P,Bidik Misi,SMKS BINA BANGSA,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,AGROTEKNOLOGI,39,88.98,AGRIBISNIS,pil_1,10.2,11.1,1.1,0.0,11.1,11.1,11.1,11.1,10.6,77.5,3.85,3.5,,
4180004446,P,,SMKS KESEHATAN KH ILYAS RUHIYAT,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,,67,84.50,,,10.5,10.6,1.0,0.0,10.6,10.6,10.6,10.6,10.6,74.9,,,,
4180073470,P,,MAS BUNGURSARI,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,TEKNIK SIPIL,35,87.36,AGRIBISNIS,pil_1,11.0,10.9,1.0,0.0,10.9,10.9,10.9,10.9,10.6,78.1,3.8,0,,
4180005007,P,,SMKS FARMASI BINTANG HARAPAN,Kab Bekasi,Jawa Barat,KESEHATAN MASYARAKAT,,35,84.73,,,10.4,10.6,1.0,0.0,10.6,10.6,10.6,10.6,7.5,71.9,,,,
4180005145,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,GIZI,EKONOMI PEMBANGUNAN,40,81.92,,,10.4,10.2,1.0,0.0,10.2,10.2,10.2,10.2,10.0,72.6,,,,
4180005364,P,,SMK DUTA PRATAMA INDONESIA,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,,35,84.85,,,10.4,10.6,1.0,0.0,10.6,10.6,10.6,10.6,10.6,75.0,,,,
4180005655,P,,MAN CIBINONG,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,,157,80.70,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,69.1,,,,
4180006251,P,,SMA NEGERI 1 SUKANAGARA,Kab Cianjur,Jawa Barat,TEKNIK INFORMATIKA,GIZI,145,80.65,,,10.3,10.1,1.0,0.0,10.1,10.1,10.1,10.1,6.3,67.9,,,,
4180006274,L,,SMAN 60 JAKARTA,Kota Jakarta Selatan,DKI Jakarta,AKUNTANSI,EKONOMI PEMBANGUNAN,105,83.95,,,10.7,10.5,1.0,0.0,10.5,10.5,10.5,10.5,7.5,71.6,,,,
4180006277,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,PENDIDIKAN EKONOMI,143,81.38,,,10.7,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,73.8,,,,
4180006757,P,,SMAN 3 GARUT,Kab Garut,Jawa Barat,TEKNIK SIPIL ,KESEHATAN MASYARAKAT,183,81.64,,,10.3,10.2,1.0,0.0,10.2,10.2,10.2,10.2,9.4,71.7,,,,
4180006827,P,,SMAN 3 PANDEGLANG,Kab Pandeglang,Banten,AKUNTANSI,MANAJEMEN,234,82.86,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,7.5,70.8,,,,
4180007234,P,,SMKS DAYA UTAMA KOTA BEKASI,Kota Bekasi,Jawa Barat,KESEHATAN MASYARAKAT,GIZI,64,83.44,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,7.5,71.2,,,,
4180007336,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,GIZI,MANAJEMEN,187,80.86,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,73.0,,,,
4180007369,L,,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,MANAJEMEN,AKUNTANSI,138,83.10,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,10.0,73.4,,,,
4180007383,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN SEJARAH,38,85.29,,,10.7,10.7,1.0,0.0,10.7,10.7,10.7,10.7,10.0,75.1,,,,
4180089141,P,,SMAN 1 CIAWI,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,AGROTEKNOLOGI,236,85.42,AGRIBISNIS,pil_1,10.8,10.7,1.0,0.0,10.7,10.7,10.7,10.7,10.6,75.8,3.15,2.85,,
4180007581,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,187,80.48,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,72.8,,,,
4180007626,P,,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN MATEMATIKA,113,85.00,,,10.8,10.6,1.0,0.0,10.6,10.6,10.6,10.6,10.0,74.9,,,,
4180007763,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN BAHASA INGGRIS ,187,82.51,,,10.5,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.3,,,,
4180007884,L,Bidik Misi,SMAS PLUS NASRUL HAQ,Kota Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,MANAJEMEN,23,83.43,,,10.4,10.4,1.0,0.0,10.4,10.4,10.4,10.4,11.3,74.8,,,,
4180007955,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,GIZI,40,82.88,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,10.0,73.3,,,,
4180007965,L,Bidik Misi,SMAS PLUS NASRUL HAQ,Kota Tasikmalaya,Jawa Barat,AGRIBISNIS ,TEKNIK SIPIL ,23,84.70,,,10.5,10.6,1.0,0.0,10.6,10.6,10.6,10.6,11.3,74.7,,,,
4180008041,P,Bidik Misi,MAS AL-ULFAH,Kab Garut,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN EKONOMI,62,83.88,,,10.5,10.5,1.0,0.0,10.5,10.5,10.5,10.5,9.4,73.3,,,,
4180092113,L,,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGRIBISNIS,,259,83.26,AGRIBISNIS,pil_1,10.6,10.4,1.0,0.0,10.4,10.4,10.4,10.4,11.3,73.9,3.2,2.75,,
4180129151,P,,SMAN 1 PANGANDARAN,Kab Ciamis,Jawa Barat,AGRIBISNIS,EKONOMI SYARIAH,161,86.08,AGRIBISNIS,pil_1,10.9,10.8,1.0,0.0,10.8,10.8,10.8,10.8,10.0,74.7,2.55,2,,
4180207079,P,,SMAN 5 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGRIBISNIS,KESEHATAN MASYARAKAT,238,84.55,AGRIBISNIS,pil_1,10.8,10.6,1.0,0.0,10.6,10.6,10.6,10.6,11.3,74.9,3.55,3.4,,
4180009368,P,,SMKN 15 JAKARTA,Kota Jakarta Selatan,DKI Jakarta,TEKNIK SIPIL ,,93,81.68,,,11.2,10.2,1.0,0.0,10.2,10.2,10.2,10.2,7.5,70.8,,,,
4180009436,L,Bidik Misi,SMAN 27 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI ,AGRIBISNIS ,12,83.65,,,10.5,10.5,1.0,0.0,10.5,10.5,10.5,10.5,9.4,73.2,,,,
4180009621,P,,SMKN 2 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,MANAJEMEN,67,80.98,,,10.5,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,73.4,,,,
4180009755,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,AGROTEKNOLOGI ,187,80.78,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,72.9,,,,
4180010030,L,Bidik Misi,SMAN 1 TARAJU,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,PENDIDIKAN FISIKA,66,86.00,,,10.8,10.8,1.1,0.0,10.8,10.8,10.8,10.8,10.6,76.2,,,,
4180010181,L,Bidik Misi,SMAN 1 PURWADADI,Kab Subang,Jawa Barat,PENDIDIKAN BIOLOGI,AGROTEKNOLOGI ,208,77.13,,,9.7,9.6,1.0,0.0,9.6,9.6,9.6,9.6,7.5,66.4,,,,
4180010240,P,,SMK PENERBANGAN HASANUDDIN MAKASSAR,Kota Makassar,Sulawesi Selatan,PENDIDIKAN BAHASA INGGRIS ,,7,88.07,,,9.7,11.0,1.0,0.0,11.0,11.0,11.0,11.0,7.5,73.2,,,,
4180010387,P,Bidik Misi,SMKN 1 BANJAR,Kota Banjar,Jawa Barat,AKUNTANSI,PENDIDIKAN EKONOMI,157,86.08,,,9.7,10.8,1.1,0.0,10.8,10.8,10.8,10.8,10.0,74.5,,,,
4180010548,L,Bidik Misi,SMAN 1 KADUGEDE,Kab Kuningan,Jawa Barat,EKONOMI SYARIAH,EKONOMI PEMBANGUNAN,191,81.15,,,10.4,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,69.6,,,,
4180010634,P,Bidik Misi,SMAN 27 GARUT,Kab Garut,Jawa Barat,KESEHATAN MASYARAKAT,AGROTEKNOLOGI ,12,82.96,,,10.4,10.4,1.0,0.0,10.4,10.4,10.4,10.4,9.4,72.7,,,,
4180215462,P,,MAS FATHUL HIDAYAH,Kab Lamongan,Jawa Timur,AGRIBISNIS,KESEHATAN MASYARAKAT,42,87.67,AGRIBISNIS,pil_1,11.0,11.0,1.0,0.0,11.0,11.0,11.0,11.0,7.5,73.3,,,,
4180010727,P,,SMKS YAPSIPA TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,AKUNTANSI,40,83.71,,,10.4,10.5,1.0,0.0,10.5,10.5,10.5,10.5,11.3,75.0,,,,
4180010768,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,PENDIDIKAN EKONOMI,156,84.16,,,10.4,10.5,1.0,0.0,10.5,10.5,10.5,10.5,11.3,75.3,,,,
4180010771,P,,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,PENDIDIKAN BIOLOGI,PENDIDIKAN MATEMATIKA,113,84.78,PENDIDIKAN BIOLOGI,pil_1,10.6,10.6,1.0,0.0,10.6,10.6,10.6,10.6,10.0,74.6,3.41,3.25,,
4180010806,L,,SMKN RAJAPOLAH,Kab Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK ELEKTRO ,138,82.10,,,10.6,10.3,1.0,0.0,10.3,10.3,10.3,10.3,10.6,73.6,,,,
4180010851,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,AKUNTANSI,95,82.54,,,10.6,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.5,,,,
4180251797,L,,SMAN 2 SINGAPARNA,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,GIZI,44,84.91,AGRIBISNIS,pil_1,10.7,10.6,1.0,0.0,10.6,10.6,10.6,10.6,10.6,74.4,,,,
4180011075,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,62,85.29,,,10.6,10.7,1.0,0.0,10.7,10.7,10.7,10.7,11.3,76.2,,,,
4180011208,P,Bidik Misi,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,AKUNTANSI,MANAJEMEN,138,85.45,,,10.8,10.7,1.0,0.0,10.7,10.7,10.7,10.7,10.0,75.2,,,,
4180011215,P,,MAS BUNGURSARI,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,35,85.97,PENDIDIKAN MATEMATIKA,pil_1,10.9,10.7,1.0,0.0,10.7,10.7,10.7,10.7,10.6,76.2,3,3.24,,
4180011271,P,,SMAN 1 CIKATOMAS,Kab Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,PENDIDIKAN FISIKA,126,78.86,,,10.0,9.9,1.0,0.0,9.9,9.9,9.9,9.9,10.6,70.9,,,,
4180011339,P,,SMKS AS SAABIQ,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,MANAJEMEN,14,88.74,EKONOMI SYARIAH,pil_1,10.0,11.1,1.0,0.0,11.1,11.1,11.1,11.1,10.6,77.1,3.14,3.29,,
4180011408,L,,MAN AWIPARI,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI PEMBANGUNAN,131,83.27,,,10.6,10.4,1.0,0.0,10.4,10.4,10.4,10.4,11.3,74.9,,,,
4180011452,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,ILMU POLITIK,EKONOMI SYARIAH,38,86.82,,,11.0,10.9,1.0,0.0,10.9,10.9,10.9,10.9,10.0,76.2,,,,
