nomor_pendaftaran,JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus pada Prodi,Lulus Pilihan,X1,X2,X3,X4,X5,X6,X7,X8,X9,XT,IP Sem 1,IP Sem 2,Predikat Semester 1,Predikat Semester 2
4180023995,P,,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,ILMU POLITIK,PENDIDIKAN BAHASA INGGRIS ,132,82.32,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.1,,,,
4180024176,P,Bidik Misi,SMAN 1 LOSARI,Kab Cirebon,Jawa Barat,MANAJEMEN,AGRIBISNIS ,139,82.61,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,7.5,69.5,,,,
4180023788,L,Bidik Misi,SMAN 5 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI,,240,88.63,AGROTEKNOLOGI,pil_1,11.1,11.1,1.0,0.0,11.1,11.1,11.1,11.1,9.4,76.9,1.75,0,,
4180044308,P,Bidik Misi,SMAN 4 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI,PENDIDIKAN MATEMATIKA,130,87.91,AGROTEKNOLOGI,pil_1,11.1,11.0,1.0,0.0,11.0,11.0,11.0,11.0,9.4,76.4,3.25,3.24,,
4180047618,L,Bidik Misi,SMAN 5 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI,AGRIBISNIS,240,88.79,AGROTEKNOLOGI,pil_1,11.2,11.1,1.0,0.0,11.1,11.1,11.1,11.1,9.4,77.0,3.4,3.05,,
4180024201,P,,MAS SABILIL MUTTAQIEN,Kab Ciamis,Jawa Barat,AKUNTANSI,MANAJEMEN,44,79.47,,,10.1,9.9,1.0,0.0,9.9,9.9,9.9,9.9,10.0,70.8,,,,
4180024495,P,,SMKN MANONJAYA,Kab Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,EKONOMI SYARIAH,116,82.74,EKONOMI PEMBANGUNAN,pil_1,10.1,10.3,1.0,0.0,10.3,10.3,10.3,10.3,10.6,73.4,2.27,3.27,,
4180024536,P,,SMAN 3 CIKARANG UTARA,Kab Bekasi,Jawa Barat,AGRIBISNIS ,PENDIDIKAN BIOLOGI,242,78.87,,,10.0,9.9,1.0,0.0,9.9,9.9,9.9,9.9,7.5,67.8,,,,
4180024549,L,,SMA PASUNDAN MAJALAYA,Kab Bandung,Jawa Barat,PENDIDIKAN FISIKA,PENDIDIKAN GEOGRAFI,94,81.16,PENDIDIKAN FISIKA,pil_1,10.3,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,69.5,2.79,2.19,,
4180024630,L,Bidik Misi,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,132,80.70,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,72.9,,,,
4180058063,P,,SMAN 7 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI,GIZI,188,82.83,AGROTEKNOLOGI,pil_1,10.4,10.4,1.0,0.0,10.4,10.4,10.4,10.4,9.4,72.5,3.55,3.62,,
4180024824,P,Bidik Misi,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,AGROTEKNOLOGI ,259,84.71,,,10.8,10.6,1.0,0.0,10.6,10.6,10.6,10.6,11.3,76.0,,,,
4180024876,P,Bidik Misi,SMAN 7 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,TEKNIK INFORMATIKA,155,85.55,,,10.7,10.7,1.0,0.0,10.7,10.7,10.7,10.7,11.3,76.5,,,,
4180024901,L,,MAS SABILIL MUTTAQIEN,Kab Ciamis,Jawa Barat,AGROTEKNOLOGI ,TEKNIK INFORMATIKA,44,78.75,,,10.0,9.8,1.0,0.0,9.8,9.8,9.8,9.8,10.0,70.3,,,,
4180068303,P,,SMAN 1 SODONGHILIR,Kab Tasikmalaya,Jawa Barat,AGROTEKNOLOGI,PENDIDIKAN SEJARAH,20,82.44,AGROTEKNOLOGI,pil_1,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,10.6,73.5,2.75,3.38,,
4180025020,P,,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,AGROTEKNOLOGI ,268,80.38,,,10.3,10.0,1.0,0.0,10.0,10.0,10.0,10.0,11.3,72.8,,,,
4180025033,P,Bidik Misi,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN FISIKA,PENDIDIKAN MATEMATIKA,268,80.47,,,10.3,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,72.9,,,,
4180025062,L,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN SEJARAH,ILMU POLITIK,183,81.37,,,10.3,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,73.4,,,,
4180025082,P,,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,,268,81.91,,,10.6,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,74.0,,,,
4180025089,P,Bidik Misi,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK SIPIL ,268,81.52,,,10.4,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,73.6,,,,
4180025139,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,KESEHATAN MASYARAKAT,187,82.84,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,11.3,74.5,,,,
4180025175,P,Bidik Misi,SMKS BINA BANGSA,Kab Tasikmalaya,Jawa Barat,AGROTEKNOLOGI ,GIZI,39,83.28,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,10.6,74.2,,,,
4180025224,L,,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,KESEHATAN MASYARAKAT,268,80.38,,,10.3,10.0,1.0,0.0,10.0,10.0,10.0,10.0,11.3,72.8,,,,
4180089281,P,,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGROTEKNOLOGI,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,259,82.13,AGROTEKNOLOGI,pil_1,10.5,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.1,2.65,3.33,,
4180025368,P,Bidik Misi,SMAN 1 LOSARI,Kab Cirebon,Jawa Barat,AKUNTANSI,AGRIBISNIS ,139,80.07,,,10.1,10.0,1.0,0.0,10.0,10.0,10.0,10.0,7.5,67.7,,,,
4180113508,P,,SMKS BINA PUTERA NUSANTARA TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGROTEKNOLOGI,TEKNIK SIPIL,54,83.84,AGROTEKNOLOGI,pil_1,11.0,10.5,1.0,0.0,10.5,10.5,10.5,10.5,11.3,75.6,2.5,3.43,,
4180025450,P,,SMAN 1 BANJARSARI,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,,237,82.70,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,10.0,73.1,,,,
4180025629,P,Bidik Misi,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN FISIKA,PENDIDIKAN BAHASA INGGRIS ,268,82.21,,,10.6,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.3,,,,
4180025721,P,Bidik Misi,SMAN 2 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,PENDIDIKAN BIOLOGI,277,86.17,,,10.9,10.8,1.0,0.0,10.8,10.8,10.8,10.8,11.3,77.1,,,,
4180025861,L,,SMAN 1 PARIGI,Kab Ciamis,Jawa Barat,ILMU POLITIK,,145,86.04,ILMU POLITIK,pil_1,10.8,10.8,1.0,0.0,10.8,10.8,10.8,10.8,10.0,75.6,2.9,3.13,,
4180116239,P,,SMAN 1 PANGANDARAN,Kab Ciamis,Jawa Barat,AGROTEKNOLOGI,AGRIBISNIS,213,86.13,AGROTEKNOLOGI,pil_1,10.8,10.8,1.0,0.0,10.8,10.8,10.8,10.8,10.0,75.6,2.95,3.33,,
4180026027,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,AKUNTANSI,187,80.84,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,73.0,,,,
4180026291,P,,SMAN 1 CILIMUS,Kab Kuningan,Jawa Barat,AKUNTANSI,MANAJEMEN,200,84.32,,,10.6,10.5,1.0,0.0,10.5,10.5,10.5,10.5,7.5,71.8,,,,
4180026425,P,,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN LUAR SEKOLAH,149,82.09,PENDIDIKAN LUAR SEKOLAH,pil_2,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,73.9,3.45,3.57,,
4180026533,P,,SMKN MANONJAYA,Kab Tasikmalaya,Jawa Barat,AKUNTANSI,TEKNIK INFORMATIKA,116,83.42,,,10.4,10.4,1.0,0.0,10.4,10.4,10.4,10.4,10.6,74.1,,,,
4180026591,P,Bidik Misi,SMKS MITRA BATIK TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,87,84.91,,,10.4,10.6,1.0,0.0,10.6,10.6,10.6,10.6,11.3,75.7,,,,
4180026661,P,,SMAN 1 CILIMUS,Kab Kuningan,Jawa Barat,EKONOMI PEMBANGUNAN,,200,82.17,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,7.5,70.3,,,,
4180026817,P,Bidik Misi,SMAN 2 GARUT,Kab Garut,Jawa Barat,AGRIBISNIS ,AGROTEKNOLOGI ,255,87.17,,,11.0,10.9,1.0,0.0,10.9,10.9,10.9,10.9,9.4,75.9,,,,
4180026920,P,,SMKN MANONJAYA,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,PENDIDIKAN MATEMATIKA,116,81.49,,,11.0,10.2,1.0,0.0,10.2,10.2,10.2,10.2,10.6,73.6,,,,
4180027234,P,Bidik Misi,SMKS MITRA BATIK TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI SYARIAH,87,83.58,,,11.0,10.4,1.1,0.0,10.4,10.4,10.4,10.4,11.3,75.5,,,,
4180027241,P,Bidik Misi,SMAN 1 LOSARI,Kab Cirebon,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,139,85.20,,,10.8,10.7,1.0,0.0,10.7,10.7,10.7,10.7,6.3,71.3,,,,
4180027322,P,,Miftahurrahman,Kota Tasikmalaya,Jawa Barat,AGRIBISNIS ,KESEHATAN MASYARAKAT,17,86.59,,,11.0,10.8,1.0,0.0,10.8,10.8,10.8,10.8,7.5,72.6,,,,
4180027407,P,Bidik Misi,SMAN 1 LOSARI,Kab Cirebon,Jawa Barat,PENDIDIKAN GEOGRAFI,ILMU POLITIK,139,79.63,,,10.1,10.0,1.0,0.0,10.0,10.0,10.0,10.0,7.5,68.4,,,,
4180027413,L,,SMAN 1 RUMPIN,Kab Bogor,Jawa Barat,TEKNIK SIPIL ,,75,81.54,,,10.2,10.2,1.1,0.0,10.2,10.2,10.2,10.2,7.5,69.7,,,,
4180027419,P,Bidik Misi,SMAS ASSHIDDIQIYAH KARANGPAWITA,Kab Garut,Jawa Barat,PENDIDIKAN FISIKA,AGROTEKNOLOGI ,72,89.48,,,11.2,11.2,1.0,0.0,11.2,11.2,11.2,11.2,9.4,77.5,,,,
4180027492,P,,SMAN 1 CIWARU,Kab Kuningan,Jawa Barat,MANAJEMEN,EKONOMI SYARIAH,101,81.01,,,10.3,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,69.4,,,,
4180027535,P,,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,,109,83.91,EKONOMI PEMBANGUNAN,pil_1,10.6,10.5,1.0,0.0,10.5,10.5,10.5,10.5,11.3,75.3,2.45,2.91,,
4180120728,L,,SMAN 3 CIAMIS,Kab Ciamis,Jawa Barat,AGROTEKNOLOGI,AGRIBISNIS,106,82.89,AGROTEKNOLOGI,pil_1,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,10.0,73.3,3.05,2.71,,
4180027642,P,,SMAN 1 TALAGA,Kab Majalengka,Jawa Barat,MANAJEMEN,AKUNTANSI,188,80.46,,,10.1,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,68.9,,,,
4180027704,P,Bidik Misi,SMKS MITRA BATIK TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,63,85.93,,,10.1,10.7,1.1,0.0,10.7,10.7,10.7,10.7,11.3,76.1,,,,
4180027708,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,ILMU POLITIK,62,82.15,,,10.1,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,73.7,,,,
4180027824,P,Bidik Misi,SMAN 1 PANAWANGAN,Kab Ciamis,Jawa Barat,MANAJEMEN,EKONOMI SYARIAH,83,86.48,,,11.0,10.8,1.1,0.0,10.8,10.8,10.8,10.8,10.0,76.1,,,,
4180028009,P,Bidik Misi,MAN CIPASUNG,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,PENDIDIKAN BIOLOGI,204,82.59,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,10.6,73.7,,,,
4180028498,L,,SMAS HUTAMA,Kota Bekasi,Jawa Barat,PENDIDIKAN SEJARAH,PENDIDIKAN LUAR SEKOLAH,109,80.76,PENDIDIKAN LUAR SEKOLAH,pil_2,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,69.1,3.25,3.22,,
4180029127,P,Bidik Misi,SMAN 1 KADUGEDE,Kab Kuningan,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,191,87.30,,,11.0,10.9,1.0,0.0,10.9,10.9,10.9,10.9,7.5,74.1,,,,
4180128847,P,,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,AGROTEKNOLOGI,KESEHATAN MASYARAKAT,209,85.21,AGROTEKNOLOGI,pil_1,10.8,10.7,1.1,0.0,10.7,10.7,10.7,10.7,10.6,75.7,2.7,2.67,,
4180029385,P,,SMKN RAJAPOLAH,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,PENDIDIKAN BAHASA INGGRIS ,138,79.87,,,11.0,10.0,1.0,0.0,10.0,10.0,10.0,10.0,10.6,72.5,,,,
4180029839,P,Bidik Misi,SMAS PLUS AL WAHID SALAWU,Kab Tasikmalaya,Jawa Barat,AGROTEKNOLOGI ,AGRIBISNIS ,17,82.04,,,10.3,10.3,1.0,0.0,10.3,10.3,10.3,10.3,10.6,73.2,,,,
4180030034,P,,Miftahurrahman,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN SEJARAH,17,84.59,,,10.6,10.6,1.0,0.0,10.6,10.6,10.6,10.6,7.5,72.0,,,,
4180030174,P,,SMKS PERIWATAS TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,AKUNTANSI,66,84.44,,,10.6,10.6,1.0,0.0,10.6,10.6,10.6,10.6,11.3,75.6,,,,
4180030222,P,,SMKS KESEHATAN MUTIARA SUNGAILIAT,Kab Bangka,Kepulauan Bangka Belitung,KESEHATAN MASYARAKAT,GIZI,53,79.03,,,10.6,9.9,1.0,0.0,9.9,9.9,9.9,9.9,9.4,70.4,,,,
4180030579,L,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,64,82.08,,,10.6,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.1,,,,
4180030870,P,,SMKN 1 BANJAR,Kota Banjar,Jawa Barat,AKUNTANSI,,157,82.20,,,10.6,10.3,1.0,0.0,10.3,10.3,10.3,10.3,10.0,73.0,,,,
4180031543,L,,MAN 2 KOTA BANDUNG,Kota Bandung,Jawa Barat,MANAJEMEN,AGRIBISNIS ,146,82.92,,,10.4,10.4,1.0,0.0,10.4,10.4,10.4,10.4,7.5,69.8,,,,
4180031566,P,,SMK MANANGGA PRATAMA TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,KESEHATAN MASYARAKAT,126,83.54,,,10.4,10.4,1.0,0.0,10.4,10.4,10.4,10.4,11.3,74.9,,,,
4180031781,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI PEMBANGUNAN,143,82.62,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.3,,,,
4180032111,P,,SMKN 1 GARUT,Kab Garut,Jawa Barat,TEKNIK INFORMATIKA,MANAJEMEN,160,81.89,,,10.4,10.2,1.0,0.0,10.2,10.2,10.2,10.2,9.4,72.0,,,,
4180032259,P,,SMAS SANDIKTA,Kota Bekasi,Jawa Barat,PENDIDIKAN SEJARAH,PENDIDIKAN LUAR SEKOLAH,92,80.78,PENDIDIKAN LUAR SEKOLAH,pil_2,10.1,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,69.1,3.45,3.39,,
4180032335,P,Bidik Misi,SMAS PGRI CICURUG,Kab Sukabumi,Jawa Barat,PENDIDIKAN BIOLOGI,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,52,80.27,,,10.0,10.0,1.0,0.0,10.0,10.0,10.0,10.0,7.5,68.7,,,,
4180032768,P,,SMAN 1 JATIWARAS,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,AGRIBISNIS ,77,82.02,PENDIDIKAN GEOGRAFI,pil_1,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,10.6,72.3,3.2,3.33,,
4180032885,P,Bidik Misi,MAN CIPASUNG,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,,160,82.90,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,10.6,74.0,,,,
4180032967,L,Bidik Misi,SMKS MITRA BATIK TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,63,84.55,,,10.5,10.6,1.0,0.0,10.6,10.6,10.6,10.6,11.3,75.6,,,,
4180033292,P,,SMKN 2 KUNINGAN,Kab Kuningan,Jawa Barat,MANAJEMEN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,112,80.75,,,10.5,10.1,1.0,0.0,10.1,10.1,10.1,10.1,7.5,69.5,,,,
4180033603,P,,SMA NEGERI 1 SINDANG BARANG,Kab Cianjur,Jawa Barat,TEKNIK INFORMATIKA,,108,84.00,,,10.6,10.5,1.0,0.0,10.5,10.5,10.5,10.5,7.5,71.6,,,,
4180033655,L,Bidik Misi,SMAN 1 CIRACAP,Kab Sukabumi,Jawa Barat,TEKNIK INFORMATIKA,MANAJEMEN,97,82.05,,,10.4,10.3,1.1,0.0,10.3,10.3,10.3,10.3,6.3,68.9,,,,
4180033950,P,,SMK BINA INSANI JAMANIS,Kab Tasikmalaya,Jawa Barat,AGROTEKNOLOGI ,AGRIBISNIS ,1,83.31,,,10.4,10.4,1.0,0.0,10.4,10.4,10.4,10.4,7.5,70.9,,,,
4180034085,L,,SMKN 1 CIAMIS,Kab Ciamis,Jawa Barat,AKUNTANSI,MANAJEMEN,153,86.16,,,10.4,10.8,1.0,0.0,10.8,10.8,10.8,10.8,10.0,75.2,,,,
4180034121,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,ILMU POLITIK,187,81.70,,,10.4,10.2,1.0,0.0,10.2,10.2,10.2,10.2,11.3,73.7,,,,
4180034148,P,,SMAN 1 BANJAR,Kota Banjar,Jawa Barat,AGRIBISNIS ,AGROTEKNOLOGI ,130,81.87,,,10.4,10.2,1.0,0.0,10.2,10.2,10.2,10.2,10.0,72.6,,,,
4180034152,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,ILMU POLITIK,143,83.27,,,10.4,10.4,1.0,0.0,10.4,10.4,10.4,10.4,11.3,74.7,,,,
4180034239,P,Bidik Misi,SMAN 1 PAMIJAHAN,Kab Bogor,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,123,81.30,,,10.1,10.2,1.0,0.0,10.2,10.2,10.2,10.2,7.5,69.4,,,,
4180034253,L,,MAN CIBINONG,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,EKONOMI SYARIAH,157,82.19,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,7.5,70.2,,,,
4180035315,P,,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,143,82.44,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.1,,,,
4180035614,P,,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI PEMBANGUNAN,187,80.75,,,10.3,10.1,1.0,0.0,10.1,10.1,10.1,10.1,11.3,73.0,,,,
4180148418,L,,SMAN 7 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGROTEKNOLOGI,AGRIBISNIS,155,82.01,AGROTEKNOLOGI,pil_1,10.3,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,73.9,3,3.05,,
4180035685,P,Bidik Misi,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN BIOLOGI,259,84.60,,,10.8,10.6,1.0,0.0,10.6,10.6,10.6,10.6,11.3,75.9,,,,
4180035690,P,Bidik Misi,SMAN 2 SUMEDANG,Kab Sumedang,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,,106,82.64,,,10.4,10.3,1.0,0.0,10.3,10.3,10.3,10.3,7.5,70.5,,,,
4180035778,L,,MAN AWIPARI,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,131,82.37,,,10.5,10.3,1.0,0.0,10.3,10.3,10.3,10.3,11.3,74.2,,,,
4180035812,P,,MAN CIBINONG,Kab Bogor,Jawa Barat,AKUNTANSI,,157,81.20,,,10.3,10.2,1.0,0.0,10.2,10.2,10.2,10.2,7.5,69.6,,,,
4180036073,P,,SMAN 2 SUMEDANG,Kab Sumedang,Jawa Barat,KESEHATAN MASYARAKAT,GIZI,106,81.83,,,10.2,10.2,1.0,0.0,10.2,10.2,10.2,10.2,7.5,69.9,,,,
4180036110,P,Bidik Misi,SMAS PLUS NASRUL HAQ,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,TEKNIK SIPIL ,23,83.65,,,10.5,10.5,1.0,0.0,10.5,10.5,10.5,10.5,11.3,75.0,,,,
4180036144,L,,SMAN 7 GARUT,Kab Garut,Jawa Barat,GIZI,,188,81.07,,,10.2,10.1,1.0,0.0,10.1,10.1,10.1,10.1,9.4,71.2,,,,
4180036214,P,,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,109,85.10,,,10.7,10.6,1.0,0.0,10.6,10.6,10.6,10.6,11.3,76.1,,,,
4180036375,P,Bidik Misi,SMAS PLUS NASRUL HAQ,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN LUAR SEKOLAH,KESEHATAN MASYARAKAT,23,84.51,PENDIDIKAN LUAR SEKOLAH,pil_1,10.6,10.6,1.0,0.0,10.6,10.6,10.6,10.6,11.3,75.6,3.6,3.57,,
4180036420,L,Bidik Misi,SMAN 1 LIGUNG,Kab Majalengka,Jawa Barat,PENDIDIKAN SEJARAH,PENDIDIKAN BIOLOGI,58,84.22,,,10.5,10.5,1.0,0.0,10.5,10.5,10.5,10.5,7.5,71.7,,,,
4180036522,P,Bidik Misi,SMAS PLUS NASRUL HAQ,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,PENDIDIKAN MATEMATIKA,23,86.26,,,10.8,10.8,1.0,0.0,10.8,10.8,10.8,10.8,11.3,77.0,,,,
4180036854,L,,SMKN 1 CIAMIS,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,,36,83.35,,,10.8,10.4,1.0,0.0,10.4,10.4,10.4,10.4,10.0,73.9,,,,
4180037048,P,,SMKN 1 CIAMIS,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,PENDIDIKAN BAHASA INGGRIS ,36,81.06,,,10.8,10.1,1.0,0.0,10.1,10.1,10.1,10.1,10.0,72.5,,,,
4180037077,P,,SMKN 1 BANJAR,Kota Banjar,Jawa Barat,MANAJEMEN,PENDIDIKAN BAHASA INGGRIS ,154,78.72,,,10.8,9.8,1.0,0.0,9.8,9.8,9.8,9.8,10.0,71.0,,,,
4180037266,L,,SMA NEGERI 1 CIPARI,Kab Cilacap,Jawa Tengah,TEKNIK SIPIL ,,92,81.69,,,10.1,10.2,1.0,0.0,10.2,10.2,10.2,10.2,7.5,69.7,,,,
4180037348,P,,MAN PURWAKARTA,Kab Purwakarta,Jawa Barat,KESEHATAN MASYARAKAT,ILMU POLITIK,101,82.83,,,10.5,10.4,1.0,0.0,10.4,10.4,10.4,10.4,7.5,70.8,,,,
4180037371,P,,SMKS KESEHATAN LOGOS,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,,106,79.16,,,10.5,9.9,1.0,0.0,9.9,9.9,9.9,9.9,7.5,68.5,,,,
4180037449,P,,SMKS YASBU AL QOMARIYAH,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,AKUNTANSI,45,80.68,,,10.5,10.1,1.0,0.0,10.1,10.1,10.1,10.1,10.6,72.6,,,,
4180037800,P,,SMAN 1 KLARI,Kab Karawang,Jawa Barat,TEKNIK INFORMATIKA,PENDIDIKAN MATEMATIKA,136,81.31,,,10.2,10.2,1.0,0.0,10.2,10.2,10.2,10.2,7.5,69.5,,,,
4180038766,P,Bidik Misi,SMKS HUSNUL KHOTIMAH,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,6,84.72,,,10.2,10.6,1.0,0.0,10.6,10.6,10.6,10.6,10.6,74.8,,,,
4180038873,P,,SMAN 3 CIKARANG UTARA,Kab Bekasi,Jawa Barat,PENDIDIKAN BIOLOGI,GIZI,242,80.09,,,10.1,10.0,1.0,0.0,10.0,10.0,10.0,10.0,7.5,68.7,,,,
4180039274,P,,MAS BUNGURSARI,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,35,84.01,,,10.6,10.5,1.0,0.0,10.5,10.5,10.5,10.5,10.6,74.7,,,,
4180039501,L,,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,AKUNTANSI,,138,86.14,,,10.9,10.8,1.0,0.0,10.8,10.8,10.8,10.8,10.0,75.7,,,,
