JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus Pilihan,X1,X2,X3,X5,X6,X7,X8,X9,XT
0,0,391,59,6,4,10,37,82.94,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.7
0,1,377,60,2,10,4,201,79.67,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.3
0,0,19,93,6,14,4,136,85.3,1,10.9,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.4
0,0,173,15,6,4,10,124,88.67,1,11.3,11.1,1.0,11.1,11.1,11.1,11.1,10.0,77.7
1,0,340,19,6,2,0,415,83.18,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,9.4,72.9
0,0,310,61,6,15,5,143,87.35,1,11.1,10.9,1.0,10.9,10.9,10.9,10.9,10.6,77.3
1,0,260,18,6,27,28,206,84.6,0,10.7,10.6,1.1,10.6,10.6,10.6,10.6,7.5,72.1
0,0,33,70,6,11,28,39,80.39,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.9
1,0,61,61,6,8,10,58,80.85,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,10.6,72.4
0,1,472,93,6,3,20,187,82.26,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.1
0,0,652,19,6,10,4,160,81.17,0,10.4,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.5
0,0,717,61,6,25,5,138,79.93,0,10.4,10.0,1.0,10.0,10.0,10.0,10.0,10.6,72.0
0,1,774,93,6,10,4,102,82.95,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.5
0,1,325,61,6,3,9,66,83.72,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.6
0,1,325,61,6,6,10,124,89.33,0,11.2,11.2,1.0,11.2,11.2,11.2,11.2,10.6,78.7
0,0,161,65,6,9,7,220,82.24,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,72.8
0,0,776,15,6,2,0,66,88.34,1,10.5,11.0,1.0,11.0,11.0,11.0,11.0,10.0,76.7
0,0,177,61,6,6,9,236,87.45,1,11.1,10.9,1.0,10.9,10.9,10.9,10.9,10.6,77.4
1,0,711,61,6,25,10,35,82.33,0,11.1,10.3,1.0,10.3,10.3,10.3,10.3,10.6,74.2
0,0,22,61,6,2,6,46,89.63,1,11.2,11.2,1.0,11.2,11.2,11.2,11.2,10.6,78.8
0,0,725,91,2,9,21,11,78.3,0,10.4,9.8,1.0,9.8,9.8,9.8,9.8,7.5,67.8
0,1,678,93,6,4,6,156,84.15,0,10.4,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.2
1,0,645,15,6,25,24,36,83.11,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.3
1,0,647,15,6,8,10,96,82.84,0,10.4,10.4,1.1,10.4,10.4,10.4,10.4,10.0,73.2
0,0,763,9,6,9,7,38,79.62,0,10.4,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.6
1,1,34,61,6,10,27,160,82.63,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.8
0,0,161,65,6,7,3,220,81.64,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,10.0,72.4
0,0,403,19,6,25,7,31,78.98,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,9.4,69.7
0,1,55,61,6,9,1,254,84.06,0,10.6,10.5,1.1,10.5,10.5,10.5,10.5,10.6,77.5
0,0,307,54,21,1,9,167,80.73,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,68.1
0,0,596,67,6,2,0,72,86.56,1,11.0,10.8,1.1,10.8,10.8,10.8,10.8,6.3,72.4
1,0,718,2,21,2,0,79,85.8,1,10.5,10.7,1.1,10.7,10.7,10.7,10.7,7.5,72.7
0,0,55,61,6,14,1,254,78.59,0,10.0,9.8,1.0,9.8,9.8,9.8,9.8,10.6,70.7
0,0,201,30,6,10,5,200,81.17,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.5
0,0,578,16,6,21,4,49,87.22,0,11.0,10.9,1.0,10.9,10.9,10.9,10.9,7.5,74.0
0,0,645,15,6,4,21,153,92.34,1,11.0,11.5,1.0,11.5,11.5,11.5,11.5,10.0,79.7
0,1,210,58,6,11,22,34,88.29,0,11.2,11.0,1.0,11.0,11.0,11.0,11.0,7.5,74.9
0,1,717,61,6,4,10,148,86.49,0,11.2,10.8,1.0,10.8,10.8,10.8,10.8,10.6,76.9
0,0,34,61,6,15,11,160,83.21,1,10.6,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.2
0,0,647,15,6,9,10,96,81.2,0,10.6,10.1,1.0,10.1,10.1,10.1,10.1,10.0,72.3
0,0,177,61,6,15,10,172,86.83,1,11.0,10.9,1.0,10.9,10.9,10.9,10.9,10.6,76.9
0,0,600,11,6,2,0,184,85.26,1,10.6,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.4
0,0,338,93,6,2,9,106,83.5,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,75.0
0,0,47,58,6,14,11,76,81.16,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.5
0,0,503,15,6,20,28,21,85.07,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.9
1,1,195,61,6,6,25,163,79.15,0,9.9,9.9,1.0,9.9,9.9,9.9,9.9,10.6,71.0
0,0,298,15,6,10,28,138,84.25,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,10.0,74.3
1,0,65,93,6,21,3,68,82.47,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.3
0,1,652,19,6,10,15,63,82.73,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,9.4,72.5
0,0,596,67,6,2,28,72,85.81,1,10.9,10.7,1.0,10.7,10.7,10.7,10.7,7.5,73.0
0,0,213,61,6,17,13,40,84.65,1,10.8,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.2
0,1,201,30,6,10,4,200,81.5,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,6.3,68.5
0,0,213,61,6,6,10,40,83.14,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.0
1,1,5,58,6,10,5,244,84.3,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.8
0,0,577,58,6,14,4,52,80.0,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.5
1,0,372,9,6,3,28,108,79.0,0,9.9,9.9,1.0,9.9,9.9,9.9,9.9,7.5,67.8
0,1,60,65,6,5,15,47,84.21,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,10.0,74.4
1,0,55,61,6,1,17,131,80.43,0,10.1,10.1,1.0,10.1,10.1,10.1,10.1,10.6,71.0
1,0,420,30,6,8,28,219,81.12,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,6.3,68.3
0,1,213,61,6,15,5,40,85.88,0,10.9,10.7,1.0,10.7,10.7,10.7,10.7,7.5,73.1
0,0,370,15,6,2,9,252,83.67,1,10.5,10.5,1.0,10.5,10.5,10.5,10.5,10.0,73.8
1,0,55,61,6,27,25,254,79.55,0,10.2,9.9,1.0,9.9,9.9,9.9,9.9,10.6,71.5
0,1,459,19,6,6,10,171,83.71,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,9.4,73.3
1,1,213,61,6,24,28,44,82.97,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.9
0,0,166,4,6,7,10,190,77.34,0,9.9,9.7,1.0,9.7,9.7,9.7,9.7,6.3,65.4
1,0,213,61,6,5,28,40,81.95,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,70.1
0,0,581,61,6,15,28,28,83.49,1,10.6,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.4
0,0,237,61,6,11,17,77,79.38,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,10.6,71.3
1,1,771,93,6,4,10,63,84.23,0,10.0,10.5,1.0,10.5,10.5,10.5,10.5,11.3,74.9
0,1,213,61,6,17,22,40,84.78,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.3
0,0,305,61,6,27,3,52,82.81,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,10.6,73.8
0,0,372,9,6,14,11,108,80.38,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.7
0,1,24,70,6,25,28,45,81.71,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.9
0,0,589,93,6,10,28,22,83.32,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.9
0,0,305,61,6,9,3,52,83.35,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.2
0,0,55,61,6,17,6,131,81.16,1,10.2,10.1,1.0,10.1,10.1,10.1,10.1,10.6,72.6
0,1,348,19,6,9,10,184,78.44,0,10.0,9.8,1.0,9.8,9.8,9.8,9.8,9.4,69.4
0,0,55,61,6,11,22,131,80.23,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,10.6,71.9
0,0,465,93,6,10,5,129,81.5,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.5
0,0,472,93,6,10,5,183,80.03,2,10.1,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.4
1,0,49,15,6,2,26,41,88.84,1,11.3,11.1,1.0,11.1,11.1,11.1,11.1,10.0,77.8
0,1,585,15,6,25,3,75,86.15,0,11.0,10.8,1.0,10.8,10.8,10.8,10.8,10.0,75.8
0,0,342,92,2,9,14,162,83.45,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,6.3,70.0
0,0,768,75,4,13,11,87,78.87,0,10.6,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.4
1,1,452,19,6,3,24,307,80.77,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.1
0,1,451,70,6,24,1,337,81.34,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,68.6
0,0,472,93,6,8,9,183,80.35,1,10.2,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.6
0,0,761,11,6,9,28,106,82.51,0,10.2,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.2
0,1,195,61,6,10,13,126,79.86,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,10.6,71.7
1,0,504,92,2,1,3,58,83.48,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.3
0,0,62,60,2,4,10,29,82.59,0,10.3,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.4
1,0,252,25,6,10,28,30,79.61,0,9.9,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.2
0,0,647,15,6,8,6,96,80.74,0,9.9,10.1,1.0,10.1,10.1,10.1,10.1,10.0,71.4
0,0,184,61,6,15,17,47,82.87,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,73.9
0,0,429,93,6,4,15,109,86.1,1,10.8,10.8,1.0,10.8,10.8,10.8,10.8,11.3,76.9
0,1,325,61,6,25,24,66,87.41,0,11.1,10.9,1.0,10.9,10.9,10.9,10.9,10.6,77.3
1,1,662,30,6,25,24,107,81.76,0,11.1,10.2,1.0,10.2,10.2,10.2,10.2,7.5,70.7
0,1,34,61,6,25,4,204,83.81,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.6
1,1,19,93,6,13,5,131,83.2,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.8
1,0,681,65,6,25,28,121,83.41,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.7
1,1,444,19,6,4,6,240,93.1,1,11.7,11.6,1.0,11.6,11.6,11.6,11.6,9.4,80.3
1,1,321,58,6,27,28,217,84.81,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.2
0,1,325,61,6,14,11,66,83.43,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.3
0,1,451,70,6,6,10,213,80.15,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.8
1,0,635,32,13,2,9,29,85.84,1,10.0,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.2
1,0,108,58,6,4,28,35,83.61,0,10.4,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.2
0,0,608,67,6,2,28,122,83.3,1,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.0
0,0,686,30,6,4,6,150,82.98,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.0
0,1,494,15,6,21,15,29,84.2,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.0,74.3
1,0,34,61,6,27,25,204,81.95,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,10.6,73.2
1,0,325,61,6,2,9,66,83.76,1,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.5
0,1,325,61,6,5,10,124,87.99,1,11.0,11.0,1.0,11.0,11.0,11.0,11.0,10.6,77.7
0,1,444,19,6,9,11,240,89.22,0,11.2,11.2,1.0,11.2,11.2,11.2,11.2,9.4,77.4
1,0,427,59,6,1,3,179,83.8,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.4
0,0,525,67,6,4,28,8,81.75,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.9
1,0,723,61,6,4,10,14,89.64,1,11.0,11.2,1.0,11.2,11.2,11.2,11.2,10.6,78.6
0,0,55,61,6,10,5,131,80.26,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,10.6,71.9
1,0,429,93,6,25,1,259,82.61,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.5
0,0,790,11,6,4,28,255,84.04,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,6.3,70.4
1,0,773,72,4,25,24,73,78.64,0,10.6,9.8,1.0,9.8,9.8,9.8,9.8,7.5,68.2
0,0,247,15,6,4,6,185,88.4,1,11.2,11.1,1.0,11.1,11.1,11.1,11.1,10.0,77.4
0,0,423,50,6,9,28,189,81.06,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.4
0,1,61,61,6,6,22,58,78.76,0,10.0,9.8,1.0,9.8,9.8,9.8,9.8,10.6,70.8
1,0,723,61,6,5,27,20,85.22,1,10.0,10.7,1.0,10.7,10.7,10.7,10.7,10.6,74.9
0,0,177,61,6,4,21,236,86.33,0,11.0,10.8,1.0,10.8,10.8,10.8,10.8,10.6,76.6
1,0,25,16,6,25,28,307,82.65,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.6
0,1,25,16,6,21,28,307,83.04,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.9
0,0,723,61,6,4,10,14,88.84,1,10.0,11.1,1.0,11.1,11.1,11.1,11.1,10.6,77.2
0,1,465,93,6,4,28,155,86.38,1,10.8,10.8,1.0,10.8,10.8,10.8,10.8,11.3,77.1
0,1,10,15,6,21,28,147,78.01,0,9.9,9.8,1.0,9.8,9.8,9.8,9.8,10.0,69.7
0,0,177,61,6,8,1,172,85.49,1,10.9,10.7,1.0,10.7,10.7,10.7,10.7,10.6,74.9
1,0,288,15,6,4,5,145,87.27,0,11.0,10.9,1.0,10.9,10.9,10.9,10.9,10.0,76.5
1,0,417,19,6,22,15,167,82.55,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,9.4,72.4
0,0,32,9,6,9,14,194,81.23,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.5
0,0,61,61,6,25,27,58,81.22,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,10.6,72.7
0,0,652,19,6,10,6,193,84.74,0,10.3,10.6,1.0,10.6,10.6,10.6,10.6,9.4,73.6
0,0,511,68,6,9,28,101,83.04,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.8
0,1,61,61,6,10,6,58,78.8,0,10.0,9.8,1.0,9.8,9.8,9.8,9.8,10.6,70.9
0,0,34,61,6,25,11,160,82.26,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.5
0,0,429,93,6,21,9,259,84.77,1,10.8,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.0
0,0,170,50,6,27,28,114,81.26,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.6
0,0,394,93,6,4,10,158,86.43,1,10.9,10.8,1.0,10.8,10.8,10.8,10.8,11.3,77.2
0,1,490,16,6,5,6,64,81.09,0,10.5,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.7
1,0,492,58,6,10,11,41,82.08,0,10.3,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.1
1,0,163,37,6,13,16,92,81.13,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.5
0,0,274,3,6,9,14,203,80.32,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.8
0,0,559,67,6,9,28,71,84.24,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.9
0,0,177,61,6,4,9,236,88.4,1,11.2,11.1,1.0,11.1,11.1,11.1,11.1,10.6,78.0
1,0,331,28,18,1,27,42,79.81,0,9.9,10.0,1.0,10.0,10.0,10.0,10.0,7.5,67.3
1,0,772,9,6,10,25,106,78.74,0,9.9,9.8,1.0,9.8,9.8,9.8,9.8,7.5,67.6
0,0,334,67,6,4,28,234,82.87,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.8
1,1,494,15,6,10,6,29,82.69,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,73.1
1,0,78,61,6,10,6,28,83.8,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.6
0,0,325,61,6,16,21,66,87.44,1,11.1,10.9,1.0,10.9,10.9,10.9,10.9,10.6,77.4
1,0,325,61,6,25,16,66,84.15,2,10.7,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.9
1,0,562,61,6,4,26,35,87.02,1,11.1,10.9,1.1,10.9,10.9,10.9,10.9,10.6,77.2
1,1,22,61,6,17,22,46,86.47,0,10.9,10.8,1.1,10.8,10.8,10.8,10.8,10.6,76.7
0,0,310,61,6,10,5,143,88.77,1,11.2,11.1,1.1,11.1,11.1,11.1,11.1,10.6,78.4
0,1,579,71,6,5,28,36,81.9,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.9
0,0,345,19,6,8,28,83,85.79,1,10.9,10.7,1.1,10.7,10.7,10.7,10.7,9.4,74.9
0,0,652,19,6,10,21,160,83.05,0,10.9,10.4,1.0,10.4,10.4,10.4,10.4,9.4,73.2
0,0,652,19,6,9,28,135,83.18,0,10.9,10.4,1.0,10.4,10.4,10.4,10.4,9.4,73.2
0,0,389,57,6,9,28,285,78.31,0,10.0,9.8,1.0,9.8,9.8,9.8,9.8,7.5,67.4
0,0,682,15,6,6,4,30,81.96,0,10.0,10.2,1.0,10.2,10.2,10.2,10.2,10.0,72.2
0,0,381,3,6,9,7,218,80.92,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.3
1,0,684,67,6,25,28,103,82.88,0,10.2,10.4,1.1,10.4,10.4,10.4,10.4,7.5,70.6
0,0,19,93,6,1,17,131,82.03,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,72.9
0,0,362,72,4,10,4,106,81.03,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.4
0,0,760,61,6,9,15,67,83.36,0,10.2,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.0
0,1,472,93,6,13,11,187,82.91,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.6
0,0,602,93,6,10,21,97,83.16,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.8
0,1,131,17,7,5,1,142,77.42,0,9.7,9.7,1.0,9.7,9.7,9.7,9.7,7.5,65.5
0,1,298,15,6,21,14,113,87.15,0,11.1,10.9,1.0,10.9,10.9,10.9,10.9,10.0,76.5
1,0,809,61,6,25,3,96,80.97,0,11.1,10.1,1.0,10.1,10.1,10.1,10.1,10.6,73.3
0,0,52,15,6,4,10,50,80.96,0,10.1,10.1,1.0,10.1,10.1,10.1,10.1,10.0,71.7
1,0,122,3,6,5,28,32,78.89,0,9.9,9.9,1.0,9.9,9.9,9.9,9.9,7.5,67.7
0,1,413,15,6,16,27,106,88.43,0,11.2,11.1,1.0,11.1,11.1,11.1,11.1,10.0,77.5
0,0,629,93,6,6,21,126,85.01,1,11.2,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.6
1,1,99,19,6,8,22,80,81.06,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.2
0,0,72,70,6,4,6,40,83.14,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.0
0,1,694,93,6,11,28,104,83.26,0,10.5,10.4,1.1,10.4,10.4,10.4,10.4,11.3,74.9
0,1,472,93,6,9,1,187,82.58,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,75.2
0,0,247,15,6,5,10,185,83.87,1,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.0,74.0
0,0,472,93,6,10,14,187,80.7,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.9
0,0,122,3,6,17,28,32,83.11,1,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.9
0,0,97,19,6,5,15,97,83.0,0,10.2,10.4,1.0,10.4,10.4,10.4,10.4,9.4,72.5
0,0,717,61,6,5,15,148,85.62,1,10.2,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.4
0,1,109,61,6,17,11,4,85.61,0,10.7,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.8
1,0,224,19,6,25,27,385,83.51,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,9.4,73.1
1,1,774,93,6,21,28,192,84.9,0,10.6,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.9
0,0,466,76,4,8,28,108,80.55,0,10.0,10.1,1.0,10.1,10.1,10.1,10.1,7.5,68.9
0,1,455,93,6,6,5,182,80.51,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.8
0,1,26,30,6,9,14,113,81.31,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.6
0,0,681,65,6,7,10,76,83.35,0,10.3,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.4
1,0,81,24,8,3,1,32,79.97,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,6.3,67.2
0,0,242,33,13,4,11,189,75.91,0,9.6,9.5,1.0,9.5,9.5,9.5,9.5,7.5,65.6
1,0,224,19,6,10,4,89,84.58,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,9.4,74.0
0,0,472,93,6,8,10,183,80.06,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.4
1,0,235,25,6,9,28,211,82.06,0,10.3,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.1
1,0,185,11,6,27,9,221,81.68,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.8
0,0,682,15,6,6,4,68,82.43,0,10.2,10.3,1.0,10.3,10.3,10.3,10.3,10.0,72.8
0,0,472,93,6,15,10,183,79.43,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,11.3,72.0
0,0,161,65,6,4,6,130,82.12,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,72.7
0,1,117,3,6,3,28,248,83.45,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.2
0,0,394,93,6,10,5,158,85.92,1,10.9,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.8
0,1,340,19,6,16,21,415,81.83,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.9
0,0,711,61,6,4,5,71,86.62,0,10.4,10.8,1.0,10.8,10.8,10.8,10.8,10.6,76.1
1,0,727,15,6,7,9,64,77.97,0,10.4,9.7,1.0,9.7,9.7,9.7,9.7,10.0,70.1
0,0,337,91,2,10,5,149,78.77,0,10.0,9.8,1.0,9.8,9.8,9.8,9.8,7.5,67.8
0,0,645,15,6,4,10,153,87.38,0,10.0,10.9,1.0,10.9,10.9,10.9,10.9,10.0,75.6
1,0,772,9,6,24,25,38,79.88,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.4
1,0,452,19,6,27,25,307,83.93,0,10.6,10.5,1.1,10.5,10.5,10.5,10.5,9.4,73.5
0,1,774,93,6,10,5,102,82.37,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.3
0,1,198,18,6,5,10,115,81.15,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.5
0,0,711,61,6,5,4,71,84.19,1,9.9,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.1
1,0,452,19,6,4,10,182,81.22,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.4
0,0,184,61,6,15,10,47,82.2,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.4
0,1,771,93,6,10,1,52,80.9,0,10.4,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.2
0,0,593,61,6,10,14,53,82.22,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.4
0,0,372,9,6,3,28,108,80.86,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.3
0,0,160,9,6,7,14,178,79.56,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.3
0,0,412,65,6,25,7,148,80.89,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,10.0,71.8
0,0,247,15,6,15,20,185,84.19,2,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.0,74.2
0,0,55,61,6,17,11,131,80.99,1,10.2,10.1,1.0,10.1,10.1,10.1,10.1,10.6,72.5
1,1,606,61,6,16,25,19,87.96,1,11.0,11.0,1.0,11.0,11.0,11.0,11.0,10.6,77.6
0,0,615,19,6,5,15,92,85.88,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,9.4,74.9
0,0,28,93,6,9,28,20,79.27,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,11.3,71.8
0,0,439,93,6,5,21,184,84.42,1,10.8,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.8
0,0,429,93,6,4,6,109,84.19,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.5
1,0,645,15,6,10,5,114,83.44,0,10.7,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.8
0,0,717,61,6,21,15,151,81.74,0,10.7,10.2,1.0,10.2,10.2,10.2,10.2,10.6,73.4
1,0,96,15,6,6,10,13,85.0,1,10.1,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.2
1,1,779,19,6,4,10,239,85.52,0,10.5,10.7,1.1,10.7,10.7,10.7,10.7,9.4,74.4
0,1,481,76,4,7,28,108,83.63,0,10.5,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.3
0,0,358,19,6,8,5,136,82.99,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,9.4,72.7
0,0,412,65,6,8,28,131,79.71,0,10.3,10.0,1.0,10.0,10.0,10.0,10.0,10.0,71.1
0,0,162,15,6,1,3,237,82.7,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,10.0,73.2
0,0,32,9,6,9,3,194,81.42,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,6.3,68.4
0,0,481,76,4,14,28,108,80.08,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.6
