JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus Pilihan,X1,X2,X3,X5,X6,X7,X8,X9,XT
0,0,347,67,6,9,28,157,79.86,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.5
1,0,335,68,6,4,6,105,83.34,0,10.5,10.4,1.1,10.4,10.4,10.4,10.4,7.5,71.2
0,0,429,93,6,4,5,259,84.79,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.1
0,0,645,15,6,4,28,153,87.9,1,10.8,11.0,1.0,11.0,11.0,11.0,11.0,10.0,76.8
0,1,629,93,6,23,2,123,86.13,1,10.6,10.8,1.0,10.8,10.8,10.8,10.8,11.3,76.7
0,0,106,15,6,9,6,30,86.09,1,10.8,10.8,1.0,10.8,10.8,10.8,10.8,10.0,75.7
1,0,429,93,6,25,28,259,81.75,0,10.5,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.9
0,0,678,93,6,4,6,156,87.09,1,10.5,10.9,1.0,10.9,10.9,10.9,10.9,11.3,77.2
0,0,520,67,6,9,7,69,81.03,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.3
0,0,192,9,6,21,4,189,78.62,0,9.9,9.8,1.0,9.8,9.8,9.8,9.8,7.5,67.5
0,0,333,64,6,21,3,313,81.96,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,70.1
0,0,429,93,6,4,15,109,84.27,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.6
0,1,80,37,6,5,8,41,88.78,0,11.0,11.1,1.0,11.1,11.1,11.1,11.1,7.5,75.0
0,0,339,67,6,1,3,240,83.02,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.9
0,1,782,11,6,9,25,71,90.85,0,10.5,11.4,1.0,11.4,11.4,11.4,11.4,7.5,75.8
1,0,809,61,6,23,5,108,84.91,1,11.1,10.6,1.0,10.6,10.6,10.6,10.6,10.6,75.8
1,0,368,15,6,8,1,76,81.98,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,10.0,71.5
0,1,340,19,6,9,28,415,80.65,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.1
0,0,358,19,6,23,7,190,83.32,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,9.4,73.0
0,1,260,18,6,9,1,206,85.94,0,10.9,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.1
0,0,429,93,6,13,10,109,82.28,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.1
0,1,106,15,6,14,22,30,84.94,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.8
1,1,553,34,13,27,7,30,84.1,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.7
1,0,452,19,6,25,7,307,80.69,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.0
0,1,106,15,6,16,6,30,87.98,0,11.1,11.0,1.0,11.0,11.0,11.0,11.0,10.0,77.1
0,0,340,19,6,10,6,415,80.81,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.2
1,0,215,11,6,5,28,190,81.96,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,70.1
1,1,75,61,6,8,25,64,81.47,0,10.3,10.2,1.1,10.2,10.2,10.2,10.2,10.6,73.0
1,1,511,68,6,24,25,101,85.3,0,10.7,10.7,1.1,10.7,10.7,10.7,10.7,7.5,72.6
0,0,429,93,6,9,10,259,82.01,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.9
1,0,514,93,6,10,28,50,79.63,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.0
0,0,457,67,6,9,3,235,82.04,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.2
0,0,601,61,6,10,25,31,85.72,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.6,76.0
0,1,215,11,6,14,28,191,81.53,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.7
0,0,365,19,6,23,14,195,83.96,1,10.6,10.5,1.0,10.5,10.5,10.5,10.5,9.4,73.4
0,0,216,18,6,19,9,21,82.41,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.4
1,0,690,93,6,22,19,133,81.38,1,10.4,10.2,1.1,10.2,10.2,10.2,10.2,11.3,73.5
0,1,417,19,6,8,28,167,81.24,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.4
0,0,697,91,2,9,28,40,77.17,0,10.3,9.6,1.1,9.6,9.6,9.6,9.6,7.5,67.1
1,1,575,58,6,25,9,21,79.6,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.4
0,0,26,30,6,4,6,132,81.6,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.8
0,1,83,61,6,16,21,16,86.93,0,11.0,10.9,1.0,10.9,10.9,10.9,10.9,10.6,76.9
0,1,658,18,6,10,15,168,83.18,0,11.0,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.5
0,1,417,19,6,3,20,167,81.21,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.5
0,0,183,11,6,9,10,157,81.63,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.7
0,0,437,9,6,10,28,200,79.93,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.5
1,1,223,30,6,25,24,143,80.93,0,10.0,10.1,1.1,10.1,10.1,10.1,10.1,7.5,69.1
0,1,782,11,6,13,11,71,93.15,0,10.0,11.6,1.0,11.6,11.6,11.6,11.6,7.5,76.7
0,0,452,19,6,27,7,307,80.76,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.1
1,0,327,93,6,10,5,130,85.34,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.3
0,1,652,19,6,9,21,135,84.71,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,9.4,74.1
0,1,80,37,6,21,15,41,90.13,0,11.2,11.3,1.0,11.3,11.3,11.3,11.3,7.5,76.1
0,1,185,11,6,1,9,221,82.38,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,69.5
0,1,141,17,7,4,6,165,81.07,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.4
0,0,185,11,6,9,28,221,81.73,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,6.3,68.6
0,1,239,11,6,9,28,214,81.29,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.5
0,0,590,37,6,7,9,19,83.0,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,6.3,69.5
0,1,215,11,6,22,28,190,82.22,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,6.3,69.0
0,0,508,74,4,9,1,45,82.39,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,69.5
0,1,781,61,6,11,10,39,83.37,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.3
0,1,234,21,6,13,1,112,82.31,0,10.4,10.3,1.1,10.3,10.3,10.3,10.3,7.5,72.8
0,0,308,15,6,10,4,108,82.92,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.3
0,0,447,92,2,25,21,115,81.7,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,6.3,68.6
0,0,215,11,6,21,14,191,81.27,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.6
0,1,781,61,6,5,1,39,81.83,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,10.6,72.1
0,0,245,61,6,10,15,256,85.34,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.8
1,0,571,67,6,23,28,125,85.59,1,10.7,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.7
0,1,338,93,6,10,16,106,85.89,0,10.8,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.7
1,0,629,93,6,23,26,123,84.01,1,10.5,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.2
0,0,764,9,6,9,7,36,82.74,0,10.9,10.3,1.0,10.3,10.3,10.3,10.3,7.5,71.1
0,0,185,11,6,7,14,221,81.73,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,70.0
1,0,185,11,6,25,28,221,82.24,0,10.3,10.3,1.0,10.3,10.3,10.3,10.3,6.3,69.0
1,0,380,14,5,3,1,145,79.81,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.4
0,1,344,67,6,14,28,203,83.39,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.2
0,1,417,19,6,10,4,167,85.18,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,9.4,74.3
0,0,182,9,6,21,28,269,83.04,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.9
0,0,429,93,6,1,9,259,81.88,0,10.5,10.2,1.0,10.2,10.2,10.2,10.2,11.3,72.9
0,0,338,93,6,10,5,104,83.54,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,75.0
0,0,227,21,6,10,6,136,83.22,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.1
0,0,429,93,6,8,11,34,83.32,1,10.4,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.7
1,0,185,11,6,3,28,221,82.76,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.7
0,0,612,71,6,16,3,80,84.02,1,10.7,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.7
0,0,273,61,6,21,9,209,84.46,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.6,75.1
1,0,279,58,6,21,16,83,84.29,2,10.6,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.8
0,0,8,8,7,17,5,185,80.36,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,6.3,67.6
0,1,332,32,13,14,3,116,89.03,1,11.2,11.1,1.0,11.1,11.1,11.1,11.1,7.5,75.3
0,1,405,19,6,16,25,34,82.47,0,10.3,10.3,1.0,10.3,10.3,10.3,10.3,9.4,72.3
0,0,547,67,6,10,5,74,82.68,0,10.3,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.5
1,1,629,93,6,23,26,123,84.97,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.0
0,1,226,21,6,9,1,152,81.2,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,68.5
0,1,223,30,6,6,10,162,84.51,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.0
0,0,193,9,6,9,28,209,85.13,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.5
0,1,273,61,6,7,9,209,85.32,0,10.9,10.7,1.1,10.7,10.7,10.7,10.7,10.6,75.9
1,0,57,93,6,23,25,121,80.75,1,10.2,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.9
0,0,227,21,6,27,9,236,82.21,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.3
0,0,338,93,6,4,5,104,83.42,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.9
1,0,684,67,6,25,28,103,82.58,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.6
0,0,418,78,15,21,7,200,85.46,0,10.8,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.7
1,0,708,91,2,24,28,123,75.55,0,10.8,9.4,1.0,9.4,9.4,9.4,9.4,7.5,66.5
0,1,405,19,6,13,11,33,80.05,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,9.4,70.4
0,0,515,75,4,1,3,57,78.53,0,9.8,9.8,1.0,9.8,9.8,9.8,9.8,7.5,67.3
1,1,774,93,6,4,10,102,81.7,0,9.8,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.1
1,0,595,67,6,23,2,104,85.23,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.6
0,0,632,3,6,10,1,63,80.74,0,10.8,10.1,1.0,10.1,10.1,10.1,10.1,7.5,68.8
0,0,287,58,6,14,1,108,79.56,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.3
1,0,260,18,6,10,4,150,83.42,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.2
0,1,732,67,6,9,16,103,83.01,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.0
1,1,189,61,6,17,5,95,83.83,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.6
0,1,173,15,6,10,8,124,85.23,0,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.0,75.0
0,0,180,9,6,9,28,313,82.24,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.4
0,0,245,61,6,22,8,82,85.39,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.8
0,0,327,93,6,4,10,335,89.25,1,11.3,11.2,1.0,11.2,11.2,11.2,11.2,11.3,79.3
0,1,429,93,6,25,3,259,83.2,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.9
0,0,478,75,4,9,28,144,82.79,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.7
1,0,437,9,6,24,28,296,81.16,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.5
0,1,678,93,6,4,10,156,86.47,0,10.2,10.8,1.0,10.8,10.8,10.8,10.8,11.3,76.5
0,0,45,19,6,21,11,109,86.84,1,11.0,10.9,1.0,10.9,10.9,10.9,10.9,9.4,75.7
1,0,457,67,6,27,28,235,81.95,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,70.1
0,1,429,93,6,9,8,259,82.07,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.0
0,1,26,30,6,4,15,132,81.8,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.9
0,0,29,11,6,9,25,157,83.19,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.0
1,0,327,93,6,10,28,335,84.47,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.9
0,1,556,61,6,10,5,52,82.61,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.8
0,0,678,93,6,4,6,156,84.51,0,10.5,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.6
1,1,56,37,6,22,28,48,83.63,0,10.5,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.3
0,0,461,71,6,4,10,121,82.86,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.7
0,0,678,93,6,4,6,156,86.81,1,10.4,10.9,1.0,10.9,10.9,10.9,10.9,11.3,76.9
0,0,515,75,4,1,3,57,78.88,0,9.8,9.9,1.0,9.9,9.9,9.9,9.9,7.5,67.6
0,1,543,61,6,10,1,76,84.39,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.0
0,0,472,93,6,10,15,183,79.56,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,11.3,72.1
0,0,430,11,6,11,22,77,81.17,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.5
1,0,398,19,6,10,8,95,81.11,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.2
1,1,472,93,6,1,10,183,80.95,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.1
1,0,521,38,8,23,26,41,85.39,1,10.6,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.5
1,1,318,11,6,27,21,149,82.88,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.7
0,0,10,15,6,10,28,147,79.72,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,10.0,71.0
0,0,63,45,2,9,7,33,80.35,0,10.3,10.0,1.0,10.0,10.0,10.0,10.0,7.5,69.0
0,0,336,19,6,23,8,215,79.34,1,10.2,9.9,1.0,9.9,9.9,9.9,9.9,9.4,70.1
1,1,352,67,6,7,27,262,84.62,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,6.3,71.0
0,1,174,11,6,21,1,161,82.48,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.4
0,1,543,61,6,9,14,76,84.46,0,10.6,10.6,1.0,10.6,10.6,10.6,10.6,10.6,75.1
0,0,239,11,6,27,25,214,79.17,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.0
1,0,452,19,6,25,24,307,83.1,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,9.4,72.8
0,0,486,50,6,4,10,154,82.86,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.7
0,1,171,11,6,6,10,146,82.36,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.4
1,0,690,93,6,23,28,102,80.73,1,10.5,10.1,1.0,10.1,10.1,10.1,10.1,11.3,73.3
1,0,700,75,4,10,5,70,82.39,0,10.9,10.3,1.1,10.3,10.3,10.3,10.3,7.5,70.9
1,0,425,57,6,27,28,264,81.41,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.6
0,0,457,67,6,27,4,235,81.32,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.5
0,0,216,18,6,23,25,72,82.49,1,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.4
0,1,567,67,6,3,1,28,83.23,0,10.4,10.4,1.1,10.4,10.4,10.4,10.4,6.3,69.7
0,0,572,75,4,1,11,36,85.35,0,10.8,10.7,1.0,10.7,10.7,10.7,10.7,7.5,71.7
0,0,185,11,6,6,28,103,82.74,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.7
0,1,75,61,6,25,7,64,80.45,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,10.6,72.1
0,0,19,93,6,10,15,131,81.9,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.8
0,0,200,4,6,9,28,246,79.38,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.3
0,0,732,67,6,7,9,103,80.41,0,10.1,10.1,1.0,10.1,10.1,10.1,10.1,7.5,68.9
1,0,679,19,6,23,26,111,81.66,1,10.7,10.2,1.0,10.2,10.2,10.2,10.2,9.4,72.1
0,0,437,9,6,3,1,296,81.77,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.8
0,1,75,61,6,1,3,64,80.51,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,10.6,72.1
0,0,241,30,6,6,11,191,82.86,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,6.3,69.4
0,1,215,11,6,17,28,190,83.85,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.5
1,0,4,67,6,1,28,263,82.42,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,69.5
1,0,1,72,4,13,28,63,78.81,0,9.9,9.9,1.0,9.9,9.9,9.9,9.9,7.5,67.6
0,1,75,61,6,3,1,64,80.2,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,10.6,71.9
0,0,370,15,6,4,28,252,82.7,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,10.0,73.2
0,0,53,61,6,25,21,57,82.43,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.5
0,0,306,9,6,9,7,189,84.88,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.3
0,0,682,15,6,10,4,68,82.34,0,10.7,10.3,1.0,10.3,10.3,10.3,10.3,10.0,73.2
0,1,695,19,6,10,1,128,85.79,0,10.7,10.7,1.0,10.7,10.7,10.7,10.7,9.4,73.7
0,0,247,15,6,10,1,196,87.77,1,11.0,11.0,1.0,11.0,11.0,11.0,11.0,10.0,75.9
0,0,172,11,6,27,3,147,79.98,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.6
0,0,340,19,6,27,1,415,81.99,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.0
0,1,327,93,6,4,10,130,84.96,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.1
1,1,81,37,6,17,10,28,87.26,0,10.7,10.9,1.0,10.9,10.9,10.9,10.9,7.5,73.7
0,1,311,21,6,5,15,150,84.64,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.1
0,0,55,61,6,13,5,131,81.36,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,10.6,72.7
0,0,605,11,6,9,28,30,79.41,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.1
0,1,93,3,6,14,1,103,82.93,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.8
0,0,244,18,6,9,28,171,81.43,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.7
0,1,75,61,6,4,6,64,82.01,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.2
1,0,723,61,6,25,21,16,89.47,1,10.3,11.2,1.0,11.2,11.2,11.2,11.2,10.6,77.9
0,0,77,61,6,6,10,169,81.83,0,10.1,10.2,1.0,10.2,10.2,10.2,10.2,10.6,72.9
0,1,319,50,6,3,28,157,83.22,0,10.3,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.8
0,1,53,61,6,4,15,56,84.05,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.7
0,1,678,93,6,10,28,95,82.44,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.4
1,0,121,86,7,9,28,179,86.95,0,10.9,10.9,1.0,10.9,10.9,10.9,10.9,7.5,73.8
0,0,382,37,6,1,10,232,81.84,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.1
1,0,173,15,6,10,4,124,85.13,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,10.0,75.0
0,0,219,3,6,20,28,264,81.23,1,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.6
0,1,42,61,6,1,25,96,85.78,0,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.1
0,0,742,67,6,9,28,64,88.7,0,10.8,11.1,1.0,11.1,11.1,11.1,11.1,7.5,74.7
1,0,382,37,6,25,1,232,80.85,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,6.3,67.0
1,0,387,51,5,3,10,136,77.18,0,10.1,9.6,1.0,9.6,9.6,9.6,9.6,7.5,66.9
0,0,77,61,6,6,10,169,81.38,0,10.0,10.2,1.0,10.2,10.2,10.2,10.2,10.6,72.5
0,0,791,94,7,10,28,65,80.02,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.5
0,0,429,93,6,4,10,259,82.31,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.2
1,1,645,15,6,4,28,153,89.79,1,10.5,11.2,1.0,11.2,11.2,11.2,11.2,10.0,77.6
0,0,239,11,6,14,28,214,79.32,0,9.9,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.0
0,1,77,61,6,11,17,169,82.65,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.7
0,0,428,9,6,4,28,120,82.89,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.7
0,0,77,61,6,13,11,169,83.06,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,10.6,73.9
0,0,394,93,6,4,10,158,85.85,1,10.9,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.8
0,1,340,19,6,7,9,415,80.43,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,9.4,70.8
1,0,719,61,6,25,6,13,87.72,1,10.7,11.0,1.0,11.0,11.0,11.0,11.0,10.6,77.1
1,1,695,19,6,25,28,128,92.57,1,10.3,11.6,1.0,11.6,11.6,11.6,11.6,9.4,78.5
0,1,81,37,6,13,10,28,87.87,0,10.7,11.0,1.0,11.0,11.0,11.0,11.0,6.3,72.9
1,0,395,62,5,10,8,94,79.47,0,9.9,9.9,1.1,9.9,9.9,9.9,9.9,7.5,68.1
1,0,223,30,6,22,28,143,82.74,0,10.3,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.5
0,1,695,19,6,5,17,128,83.96,0,10.3,10.5,1.0,10.5,10.5,10.5,10.5,9.4,73.1
0,0,215,11,6,1,28,191,81.66,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,6.3,67.6
1,1,215,11,6,6,28,190,82.99,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.9
0,0,333,64,6,9,28,313,80.7,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.2
1,0,601,61,6,10,20,42,83.35,2,10.4,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.1
1,0,633,11,6,25,3,70,82.58,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.5
1,0,665,37,6,5,27,105,80.62,0,10.4,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.3
0,1,75,61,6,3,11,64,80.66,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,10.6,72.3
0,1,75,61,6,10,8,58,82.7,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.7
1,0,392,9,6,5,6,187,86.9,1,10.9,10.9,1.0,10.9,10.9,10.9,10.9,7.5,73.7
0,1,379,30,6,9,3,267,83.13,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.9
0,1,75,61,6,4,17,58,83.11,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.1
0,1,338,93,6,4,16,106,84.61,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.9
1,0,429,93,6,4,11,259,85.33,0,10.8,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.4
0,0,239,11,6,7,1,214,79.71,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,67.4
0,0,273,61,6,10,4,132,84.04,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.8
1,1,690,93,6,11,22,67,80.57,0,10.6,10.1,1.0,10.1,10.1,10.1,10.1,11.3,73.2
0,0,177,61,6,25,4,236,86.55,1,10.8,10.8,1.0,10.8,10.8,10.8,10.8,10.6,76.6
0,1,690,93,6,21,6,67,82.99,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.5
0,0,416,70,6,14,9,252,80.85,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.3
1,0,327,93,6,10,4,130,84.76,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.9
0,0,509,67,6,14,9,40,81.52,0,10.5,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.9
0,0,327,93,6,14,28,335,85.09,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.2
0,0,543,61,6,25,17,76,83.69,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.5
0,0,41,70,6,1,11,82,80.33,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,67.8
1,0,394,93,6,4,10,158,86.66,1,11.0,10.8,1.0,10.8,10.8,10.8,10.8,11.3,77.4
0,0,420,30,6,9,28,219,80.68,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.2
1,0,193,9,6,5,1,175,83.32,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.1
0,0,523,11,6,13,4,23,83.51,0,10.3,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.0
1,0,162,15,6,25,23,237,86.96,1,11.0,10.9,1.0,10.9,10.9,10.9,10.9,10.0,76.4
